elapsed_ms,phase,rss_bytes,rss_mib
4.446899998583831,pre_ready,4952064,4.72265625
28.043400001479313,pre_ready,11481088,10.94921875
52.66220000339672,pre_ready,18833408,17.9609375
78.1935999984853,pre_ready,30728192,29.3046875
101.5936000039801,pre_ready,36405248,34.71875
124.808500004292,pre_ready,38445056,36.6640625
143.0082000006223,post_ready,38445056,36.6640625
165.64980000111973,post_ready,38445056,36.6640625
188.37809999968158,post_ready,38445056,36.6640625
211.41690000513336,post_ready,38445056,36.6640625
235.0667999999132,post_ready,38445056,36.6640625
258.1514000048628,post_ready,38445056,36.6640625
281.7566000012448,post_ready,38445056,36.6640625
306.06080000143265,post_ready,38445056,36.6640625
330.3888000009465,post_ready,38445056,36.6640625
353.4479000009014,post_ready,38445056,36.6640625
376.2826000020141,post_ready,38445056,36.6640625
399.3339000007836,post_ready,38445056,36.6640625
423.1440000003204,post_ready,38445056,36.6640625
447.6779000033275,post_ready,38445056,36.6640625
471.0886000029859,post_ready,38445056,36.6640625
494.16740000015125,post_ready,38445056,36.6640625
518.1206999986898,post_ready,38445056,36.6640625
538.2759999993141,post_ready,38445056,36.6640625
563.1110000031185,post_ready,38445056,36.6640625
587.4106000046595,post_ready,38445056,36.6640625
610.7879000046523,post_ready,38445056,36.6640625
637.3784000024898,post_ready,38445056,36.6640625
663.2268000030308,post_ready,38445056,36.6640625
686.6433000031975,post_ready,38445056,36.6640625
709.5310000004247,post_ready,38445056,36.6640625
733.1358000010368,post_ready,38445056,36.6640625
753.55750000017,post_ready,38445056,36.6640625
777.1243000024697,post_ready,38445056,36.6640625
800.1076000000467,post_ready,38445056,36.6640625
823.0999000006705,post_ready,38445056,36.6640625
847.4291000020457,post_ready,38445056,36.6640625
871.4723000011873,post_ready,38445056,36.6640625
894.4990000018151,post_ready,38445056,36.6640625
918.1643999982043,post_ready,38440960,36.66015625
940.859400005138,post_ready,38391808,36.61328125
963.6163000031956,post_ready,38391808,36.61328125
987.5991000008071,post_ready,38391808,36.61328125
1013.2515000004787,post_ready,38391808,36.61328125
1037.0266000027186,post_ready,38391808,36.61328125
1060.2479000008316,post_ready,38391808,36.61328125
1083.3678999988479,post_ready,38391808,36.61328125
1108.042200001364,post_ready,38391808,36.61328125
1131.294999999227,post_ready,38391808,36.61328125
1154.1660000002594,post_ready,38391808,36.61328125
1177.0207000008668,post_ready,38391808,36.61328125
1199.787199999264,post_ready,38391808,36.61328125
1223.673600004986,post_ready,38391808,36.61328125
1246.7327999984263,post_ready,38391808,36.61328125
1269.787900004303,post_ready,38391808,36.61328125
1292.8595000048517,post_ready,38391808,36.61328125
1317.1570000049542,post_ready,38391808,36.61328125
1340.6114000026719,post_ready,38391808,36.61328125
1363.5179999982938,post_ready,38391808,36.61328125
1387.9105000014533,post_ready,38391808,36.61328125
1412.4076000007335,post_ready,38391808,36.61328125
1433.171600001515,post_ready,38391808,36.61328125
1456.1650000032387,post_ready,38391808,36.61328125
1479.2920000036247,post_ready,38391808,36.61328125
1500.8931000047596,post_ready,38391808,36.61328125
1524.3370000025607,post_ready,38391808,36.61328125
1546.6885999994702,post_ready,38391808,36.61328125
1567.938400003186,post_ready,38391808,36.61328125
1591.7115999982343,post_ready,38391808,36.61328125
1615.4248000020743,post_ready,38391808,36.61328125
1640.1754000034998,post_ready,38391808,36.61328125
1660.6767000048421,post_ready,38391808,36.61328125
1683.9125000042259,post_ready,38391808,36.61328125
1707.2746000048937,post_ready,38391808,36.61328125
1730.5847000025096,post_ready,38391808,36.61328125
1755.4700000036974,post_ready,38391808,36.61328125
1779.30429999833,post_ready,38391808,36.61328125
1802.5974999982282,post_ready,38391808,36.61328125
1825.866799998039,post_ready,38391808,36.61328125
1850.04409999965,post_ready,38391808,36.61328125
1873.8933999993606,post_ready,38391808,36.61328125
1897.579600001336,post_ready,38391808,36.61328125
1921.7695000043022,post_ready,38391808,36.61328125
1945.3345000001718,post_ready,38391808,36.61328125
1965.715899998031,post_ready,38391808,36.61328125
1988.6448000033852,post_ready,38391808,36.61328125
2011.7538000049535,post_ready,38391808,36.61328125
2035.4039000012563,post_ready,38391808,36.61328125
2059.918800005107,post_ready,38391808,36.61328125
2084.343100003025,post_ready,38391808,36.61328125
2108.871000004001,post_ready,38391808,36.61328125
2131.7370000033407,post_ready,38391808,36.61328125
