run_id,session_id,sequence,repetition,runtime,connections,pipelining,warmup_seconds,measurement_seconds,timeout_seconds,shuffle_seed,started_at,finished_at,status,requests_per_second,mean_latency_ms,median_latency_ms,p99_latency_ms,total_requests,errors,timeouts,mismatches,non_2xx,result_file,server_output_log,server_error_log,autocannon_error_log,error_message
http_s02_r06_deno_c010,2,8,6,deno,10,1,10,30,10,20260809,2026-08-03T15:13:36.176197+00:00,2026-08-03T15:14:18.793263+00:00,success,22197.87,0.03,0,1,665878,0,0,0,0,data/raw/http/session_02/http_s02_r06_deno_c010.json,results/logs/http_final/session_02/http_s02_r06_deno_c010-server-output.log,results/logs/http_final/session_02/http_s02_r06_deno_c010-server-error.log,results/logs/http_final/session_02/http_s02_r06_deno_c010-autocannon-error.log,
http_s02_r06_node_c050,2,9,6,node,50,1,10,30,10,20260809,2026-08-03T15:14:28.806428+00:00,2026-08-03T15:15:10.408075+00:00,success,15928,2.77,2,6,477834,0,0,0,0,data/raw/http/session_02/http_s02_r06_node_c050.json,results/logs/http_final/session_02/http_s02_r06_node_c050-server-output.log,results/logs/http_final/session_02/http_s02_r06_node_c050-server-error.log,results/logs/http_final/session_02/http_s02_r06_node_c050-autocannon-error.log,
http_s02_r07_bun_c050,2,10,7,bun,50,1,10,30,10,20260810,2026-08-03T15:15:20.424937+00:00,2026-08-03T15:16:02.033417+00:00,success,20018.27,1.99,2,5,600536,0,0,0,0,data/raw/http/session_02/http_s02_r07_bun_c050.json,results/logs/http_final/session_02/http_s02_r07_bun_c050-server-output.log,results/logs/http_final/session_02/http_s02_r07_bun_c050-server-error.log,results/logs/http_final/session_02/http_s02_r07_bun_c050-autocannon-error.log,
http_s02_r07_node_c050,2,11,7,node,50,1,10,30,10,20260810,2026-08-03T15:16:12.044275+00:00,2026-08-03T15:16:53.658806+00:00,success,16338.4,2.69,2,5,490190,0,0,0,0,data/raw/http/session_02/http_s02_r07_node_c050.json,results/logs/http_final/session_02/http_s02_r07_node_c050-server-output.log,results/logs/http_final/session_02/http_s02_r07_node_c050-server-error.log,results/logs/http_final/session_02/http_s02_r07_node_c050-autocannon-error.log,
http_s02_r07_deno_c010,2,12,7,deno,10,1,10,30,10,20260810,2026-08-03T15:17:03.675000+00:00,2026-08-03T15:17:45.210425+00:00,success,19300.67,0.03,0,1,578986,0,0,0,0,data/raw/http/session_02/http_s02_r07_deno_c010.json,results/logs/http_final/session_02/http_s02_r07_deno_c010-server-output.log,results/logs/http_final/session_02/http_s02_r07_deno_c010-server-error.log,results/logs/http_final/session_02/http_s02_r07_deno_c010-autocannon-error.log,
http_s02_r07_deno_c100,2,13,7,deno,100,1,10,30,10,20260810,2026-08-03T15:17:55.229332+00:00,2026-08-03T15:18:36.968950+00:00,success,17915.87,5.14,5,10,537481,0,0,0,0,data/raw/http/session_02/http_s02_r07_deno_c100.json,results/logs/http_final/session_02/http_s02_r07_deno_c100-server-output.log,results/logs/http_final/session_02/http_s02_r07_deno_c100-server-error.log,results/logs/http_final/session_02/http_s02_r07_deno_c100-autocannon-error.log,
http_s02_r07_bun_c010,2,14,7,bun,10,1,10,30,10,20260810,2026-08-03T15:18:46.985620+00:00,2026-08-03T15:19:28.573481+00:00,success,18841.47,0.11,0,3,565222,0,0,0,0,data/raw/http/session_02/http_s02_r07_bun_c010.json,results/logs/http_final/session_02/http_s02_r07_bun_c010-server-output.log,results/logs/http_final/session_02/http_s02_r07_bun_c010-server-error.log,results/logs/http_final/session_02/http_s02_r07_bun_c010-autocannon-error.log,
http_s02_r07_deno_c050,2,15,7,deno,50,1,10,30,10,20260810,2026-08-03T15:19:38.587066+00:00,2026-08-03T15:20:20.268381+00:00,success,18713.74,2.13,2,5,561389,0,0,0,0,data/raw/http/session_02/http_s02_r07_deno_c050.json,results/logs/http_final/session_02/http_s02_r07_deno_c050-server-output.log,results/logs/http_final/session_02/http_s02_r07_deno_c050-server-error.log,results/logs/http_final/session_02/http_s02_r07_deno_c050-autocannon-error.log,
http_s02_r07_node_c100,2,16,7,node,100,1,10,30,10,20260810,2026-08-03T15:20:30.282800+00:00,2026-08-03T15:21:11.942636+00:00,success,15461.07,5.91,5,14,463802,0,0,0,0,data/raw/http/session_02/http_s02_r07_node_c100.json,results/logs/http_final/session_02/http_s02_r07_node_c100-server-output.log,results/logs/http_final/session_02/http_s02_r07_node_c100-server-error.log,results/logs/http_final/session_02/http_s02_r07_node_c100-autocannon-error.log,
http_s02_r07_node_c010,2,17,7,node,10,1,10,30,10,20260810,2026-08-03T15:21:21.953940+00:00,2026-08-03T15:22:04.508158+00:00,success,16966,0.05,0,1,508980,0,0,0,0,data/raw/http/session_02/http_s02_r07_node_c010.json,results/logs/http_final/session_02/http_s02_r07_node_c010-server-output.log,results/logs/http_final/session_02/http_s02_r07_node_c010-server-error.log,results/logs/http_final/session_02/http_s02_r07_node_c010-autocannon-error.log,
http_s02_r07_bun_c100,2,18,7,bun,100,1,10,30,10,20260810,2026-08-03T15:22:14.523473+00:00,2026-08-03T15:22:56.216836+00:00,success,17694.54,5.16,5,10,530811,0,0,0,0,data/raw/http/session_02/http_s02_r07_bun_c100.json,results/logs/http_final/session_02/http_s02_r07_bun_c100-server-output.log,results/logs/http_final/session_02/http_s02_r07_bun_c100-server-error.log,results/logs/http_final/session_02/http_s02_r07_bun_c100-autocannon-error.log,
http_s02_r08_bun_c100,2,19,8,bun,100,1,10,30,10,20260811,2026-08-03T15:23:06.233798+00:00,2026-08-03T15:23:47.913823+00:00,success,17838.8,5.12,5,10,535190,0,0,0,0,data/raw/http/session_02/http_s02_r08_bun_c100.json,results/logs/http_final/session_02/http_s02_r08_bun_c100-server-output.log,results/logs/http_final/session_02/http_s02_r08_bun_c100-server-error.log,results/logs/http_final/session_02/http_s02_r08_bun_c100-autocannon-error.log,
http_s02_r08_deno_c100,2,20,8,deno,100,1,10,30,10,20260811,2026-08-03T15:23:57.931018+00:00,2026-08-03T15:24:39.688397+00:00,success,17844.67,5.17,4,13,535309,0,0,0,0,data/raw/http/session_02/http_s02_r08_deno_c100.json,results/logs/http_final/session_02/http_s02_r08_deno_c100-server-output.log,results/logs/http_final/session_02/http_s02_r08_deno_c100-server-error.log,results/logs/http_final/session_02/http_s02_r08_deno_c100-autocannon-error.log,
http_s02_r08_bun_c010,2,21,8,bun,10,1,10,30,10,20260811,2026-08-03T15:24:49.702699+00:00,2026-08-03T15:25:31.283521+00:00,success,18580.94,0.11,0,3,557433,0,0,0,0,data/raw/http/session_02/http_s02_r08_bun_c010.json,results/logs/http_final/session_02/http_s02_r08_bun_c010-server-output.log,results/logs/http_final/session_02/http_s02_r08_bun_c010-server-error.log,results/logs/http_final/session_02/http_s02_r08_bun_c010-autocannon-error.log,
http_s02_r08_bun_c050,2,22,8,bun,50,1,10,30,10,20260811,2026-08-03T15:25:41.301605+00:00,2026-08-03T15:26:22.897738+00:00,success,19672.67,2.04,2,5,590140,0,0,0,0,data/raw/http/session_02/http_s02_r08_bun_c050.json,results/logs/http_final/session_02/http_s02_r08_bun_c050-server-output.log,results/logs/http_final/session_02/http_s02_r08_bun_c050-server-error.log,results/logs/http_final/session_02/http_s02_r08_bun_c050-autocannon-error.log,
http_s02_r08_deno_c010,2,23,8,deno,10,1,10,30,10,20260811,2026-08-03T15:26:32.915560+00:00,2026-08-03T15:27:14.461995+00:00,success,22207.34,0.03,0,1,666236,0,0,0,0,data/raw/http/session_02/http_s02_r08_deno_c010.json,results/logs/http_final/session_02/http_s02_r08_deno_c010-server-output.log,results/logs/http_final/session_02/http_s02_r08_deno_c010-server-error.log,results/logs/http_final/session_02/http_s02_r08_deno_c010-autocannon-error.log,
http_s02_r08_deno_c050,2,24,8,deno,50,1,10,30,10,20260811,2026-08-03T15:27:24.476176+00:00,2026-08-03T15:28:06.098105+00:00,success,18612.14,2.15,2,5,558330,0,0,0,0,data/raw/http/session_02/http_s02_r08_deno_c050.json,results/logs/http_final/session_02/http_s02_r08_deno_c050-server-output.log,results/logs/http_final/session_02/http_s02_r08_deno_c050-server-error.log,results/logs/http_final/session_02/http_s02_r08_deno_c050-autocannon-error.log,
http_s02_r08_node_c100,2,25,8,node,100,1,10,30,10,20260811,2026-08-03T15:28:16.116451+00:00,2026-08-03T15:28:57.794338+00:00,success,15868,5.75,5,12,475998,0,0,0,0,data/raw/http/session_02/http_s02_r08_node_c100.json,results/logs/http_final/session_02/http_s02_r08_node_c100-server-output.log,results/logs/http_final/session_02/http_s02_r08_node_c100-server-error.log,results/logs/http_final/session_02/http_s02_r08_node_c100-autocannon-error.log,
http_s02_r08_node_c050,2,26,8,node,50,1,10,30,10,20260811,2026-08-03T15:29:07.808519+00:00,2026-08-03T15:29:49.416681+00:00,success,16654.14,2.62,2,5,499644,0,0,0,0,data/raw/http/session_02/http_s02_r08_node_c050.json,results/logs/http_final/session_02/http_s02_r08_node_c050-server-output.log,results/logs/http_final/session_02/http_s02_r08_node_c050-server-error.log,results/logs/http_final/session_02/http_s02_r08_node_c050-autocannon-error.log,
http_s02_r08_node_c010,2,27,8,node,10,1,10,30,10,20260811,2026-08-03T15:29:59.430228+00:00,2026-08-03T15:30:40.995784+00:00,success,16610.54,0.05,0,1,498330,0,0,0,0,data/raw/http/session_02/http_s02_r08_node_c010.json,results/logs/http_final/session_02/http_s02_r08_node_c010-server-output.log,results/logs/http_final/session_02/http_s02_r08_node_c010-server-error.log,results/logs/http_final/session_02/http_s02_r08_node_c010-autocannon-error.log,
http_s02_r09_deno_c100,2,28,9,deno,100,1,10,30,10,20260812,2026-08-03T15:30:51.018760+00:00,2026-08-03T15:31:32.735559+00:00,success,19903.34,4.62,4,10,597049,0,0,0,0,data/raw/http/session_02/http_s02_r09_deno_c100.json,results/logs/http_final/session_02/http_s02_r09_deno_c100-server-output.log,results/logs/http_final/session_02/http_s02_r09_deno_c100-server-error.log,results/logs/http_final/session_02/http_s02_r09_deno_c100-autocannon-error.log,
http_s02_r09_deno_c050,2,29,9,deno,50,1,10,30,10,20260812,2026-08-03T15:31:42.750496+00:00,2026-08-03T15:32:24.469071+00:00,success,18918.54,2.13,2,5,567570,0,0,0,0,data/raw/http/session_02/http_s02_r09_deno_c050.json,results/logs/http_final/session_02/http_s02_r09_deno_c050-server-output.log,results/logs/http_final/session_02/http_s02_r09_deno_c050-server-error.log,results/logs/http_final/session_02/http_s02_r09_deno_c050-autocannon-error.log,
http_s02_r09_deno_c010,2,30,9,deno,10,1,10,30,10,20260812,2026-08-03T15:32:34.485768+00:00,2026-08-03T15:33:17.015095+00:00,success,19304.94,0.03,0,1,579120,0,0,0,0,data/raw/http/session_02/http_s02_r09_deno_c010.json,results/logs/http_final/session_02/http_s02_r09_deno_c010-server-output.log,results/logs/http_final/session_02/http_s02_r09_deno_c010-server-error.log,results/logs/http_final/session_02/http_s02_r09_deno_c010-autocannon-error.log,
http_s02_r09_bun_c010,2,31,9,bun,10,1,10,30,10,20260812,2026-08-03T15:33:27.031730+00:00,2026-08-03T15:34:09.576306+00:00,success,18331.87,0.11,0,3,549929,0,0,0,0,data/raw/http/session_02/http_s02_r09_bun_c010.json,results/logs/http_final/session_02/http_s02_r09_bun_c010-server-output.log,results/logs/http_final/session_02/http_s02_r09_bun_c010-server-error.log,results/logs/http_final/session_02/http_s02_r09_bun_c010-autocannon-error.log,
http_s02_r09_bun_c050,2,32,9,bun,50,1,10,30,10,20260812,2026-08-03T15:34:19.593553+00:00,2026-08-03T15:35:01.229865+00:00,success,19731.87,2.03,2,5,591965,0,0,0,0,data/raw/http/session_02/http_s02_r09_bun_c050.json,results/logs/http_final/session_02/http_s02_r09_bun_c050-server-output.log,results/logs/http_final/session_02/http_s02_r09_bun_c050-server-error.log,results/logs/http_final/session_02/http_s02_r09_bun_c050-autocannon-error.log,
http_s02_r09_bun_c100,2,33,9,bun,100,1,10,30,10,20260812,2026-08-03T15:35:11.249094+00:00,2026-08-03T15:35:52.930039+00:00,success,18344.94,4.97,5,10,550347,0,0,0,0,data/raw/http/session_02/http_s02_r09_bun_c100.json,results/logs/http_final/session_02/http_s02_r09_bun_c100-server-output.log,results/logs/http_final/session_02/http_s02_r09_bun_c100-server-error.log,results/logs/http_final/session_02/http_s02_r09_bun_c100-autocannon-error.log,
http_s02_r09_node_c100,2,34,9,node,100,1,10,30,10,20260812,2026-08-03T15:36:02.944178+00:00,2026-08-03T15:36:44.656274+00:00,success,15582.54,5.87,5,12,467457,0,0,0,0,data/raw/http/session_02/http_s02_r09_node_c100.json,results/logs/http_final/session_02/http_s02_r09_node_c100-server-output.log,results/logs/http_final/session_02/http_s02_r09_node_c100-server-error.log,results/logs/http_final/session_02/http_s02_r09_node_c100-autocannon-error.log,
http_s02_r09_node_c050,2,35,9,node,50,1,10,30,10,20260812,2026-08-03T15:36:54.758098+00:00,2026-08-03T15:37:36.427715+00:00,success,16064.67,2.75,2,5,481906,0,0,0,0,data/raw/http/session_02/http_s02_r09_node_c050.json,results/logs/http_final/session_02/http_s02_r09_node_c050-server-output.log,results/logs/http_final/session_02/http_s02_r09_node_c050-server-error.log,results/logs/http_final/session_02/http_s02_r09_node_c050-autocannon-error.log,
http_s02_r09_node_c010,2,36,9,node,10,1,10,30,10,20260812,2026-08-03T15:37:46.442206+00:00,2026-08-03T15:38:29.033602+00:00,success,17368.14,0.04,0,1,521032,0,0,0,0,data/raw/http/session_02/http_s02_r09_node_c010.json,results/logs/http_final/session_02/http_s02_r09_node_c010-server-output.log,results/logs/http_final/session_02/http_s02_r09_node_c010-server-error.log,results/logs/http_final/session_02/http_s02_r09_node_c010-autocannon-error.log,
http_s02_r10_node_c050,2,37,10,node,50,1,10,30,10,20260813,2026-08-03T15:38:39.047232+00:00,2026-08-03T15:39:21.693597+00:00,success,16972.27,2.53,2,5,509134,0,0,0,0,data/raw/http/session_02/http_s02_r10_node_c050.json,results/logs/http_final/session_02/http_s02_r10_node_c050-server-output.log,results/logs/http_final/session_02/http_s02_r10_node_c050-server-error.log,results/logs/http_final/session_02/http_s02_r10_node_c050-autocannon-error.log,
http_s02_r10_deno_c100,2,38,10,deno,100,1,10,30,10,20260813,2026-08-03T15:39:31.710803+00:00,2026-08-03T15:40:13.498097+00:00,success,18671.87,4.89,4,10,560111,0,0,0,0,data/raw/http/session_02/http_s02_r10_deno_c100.json,results/logs/http_final/session_02/http_s02_r10_deno_c100-server-output.log,results/logs/http_final/session_02/http_s02_r10_deno_c100-server-error.log,results/logs/http_final/session_02/http_s02_r10_deno_c100-autocannon-error.log,
http_s02_r10_deno_c010,2,39,10,deno,10,1,10,30,10,20260813,2026-08-03T15:40:23.517002+00:00,2026-08-03T15:41:06.019331+00:00,success,17969.67,0.05,0,1,539045,0,0,0,0,data/raw/http/session_02/http_s02_r10_deno_c010.json,results/logs/http_final/session_02/http_s02_r10_deno_c010-server-output.log,results/logs/http_final/session_02/http_s02_r10_deno_c010-server-error.log,results/logs/http_final/session_02/http_s02_r10_deno_c010-autocannon-error.log,
http_s02_r10_node_c010,2,40,10,node,10,1,10,30,10,20260813,2026-08-03T15:41:16.036327+00:00,2026-08-03T15:41:58.597037+00:00,success,16882,0.05,0,1,506437,0,0,0,0,data/raw/http/session_02/http_s02_r10_node_c010.json,results/logs/http_final/session_02/http_s02_r10_node_c010-server-output.log,results/logs/http_final/session_02/http_s02_r10_node_c010-server-error.log,results/logs/http_final/session_02/http_s02_r10_node_c010-autocannon-error.log,
http_s02_r10_bun_c010,2,41,10,bun,10,1,10,30,10,20260813,2026-08-03T15:42:08.615457+00:00,2026-08-03T15:42:50.211762+00:00,success,18013.34,0.12,0,3,540363,0,0,0,0,data/raw/http/session_02/http_s02_r10_bun_c010.json,results/logs/http_final/session_02/http_s02_r10_bun_c010-server-output.log,results/logs/http_final/session_02/http_s02_r10_bun_c010-server-error.log,results/logs/http_final/session_02/http_s02_r10_bun_c010-autocannon-error.log,
http_s02_r10_bun_c100,2,42,10,bun,100,1,10,30,10,20260813,2026-08-03T15:43:00.227722+00:00,2026-08-03T15:43:41.921401+00:00,success,18437.2,4.94,5,10,553118,0,0,0,0,data/raw/http/session_02/http_s02_r10_bun_c100.json,results/logs/http_final/session_02/http_s02_r10_bun_c100-server-output.log,results/logs/http_final/session_02/http_s02_r10_bun_c100-server-error.log,results/logs/http_final/session_02/http_s02_r10_bun_c100-autocannon-error.log,
http_s02_r10_deno_c050,2,43,10,deno,50,1,10,30,10,20260813,2026-08-03T15:43:51.936778+00:00,2026-08-03T15:44:33.578029+00:00,success,18963.87,2.09,2,5,568894,0,0,0,0,data/raw/http/session_02/http_s02_r10_deno_c050.json,results/logs/http_final/session_02/http_s02_r10_deno_c050-server-output.log,results/logs/http_final/session_02/http_s02_r10_deno_c050-server-error.log,results/logs/http_final/session_02/http_s02_r10_deno_c050-autocannon-error.log,
http_s02_r10_bun_c050,2,44,10,bun,50,1,10,30,10,20260813,2026-08-03T15:44:43.597399+00:00,2026-08-03T15:45:25.234787+00:00,success,19647.87,2.04,2,5,589411,0,0,0,0,data/raw/http/session_02/http_s02_r10_bun_c050.json,results/logs/http_final/session_02/http_s02_r10_bun_c050-server-output.log,results/logs/http_final/session_02/http_s02_r10_bun_c050-server-error.log,results/logs/http_final/session_02/http_s02_r10_bun_c050-autocannon-error.log,
http_s02_r10_node_c100,2,45,10,node,100,1,10,30,10,20260813,2026-08-03T15:45:35.251535+00:00,2026-08-03T15:46:17.173000+00:00,success,11643.34,8.13,8,21,349308,0,0,0,0,data/raw/http/session_02/http_s02_r10_node_c100.json,results/logs/http_final/session_02/http_s02_r10_node_c100-server-output.log,results/logs/http_final/session_02/http_s02_r10_node_c100-server-error.log,results/logs/http_final/session_02/http_s02_r10_node_c100-autocannon-error.log,
