run_id,workload,session_id,sequence,repetition,runtime,connections,pipelining,warmup_seconds,measurement_seconds,timeout_seconds,cooldown_seconds,shuffle_seed,started_at,finished_at,status,requests_per_second,mean_latency_ms,median_latency_ms,p90_latency_ms,p97_5_latency_ms,p99_latency_ms,maximum_latency_ms,total_requests,bytes_per_second,errors,timeouts,mismatches,non_2xx,result_file,server_output_log,server_error_log,warmup_error_log,autocannon_error_log,error_message
http_complex_s01_r05_bun_c050,complex,1,41,5,bun,50,1,10,30,10,10,20260808,2026-08-03T17:34:45.270907+00:00,2026-08-03T17:35:26.888447+00:00,success,14930.4,2.97,2,5,7,8,50,447900,3209762.14,0,0,0,0,data/raw/http/complex/session_01/http_complex_s01_r05_bun_c050.json,results/logs/http_complex_final/session_01/http_complex_s01_r05_bun_c050-server-output.log,results/logs/http_complex_final/session_01/http_complex_s01_r05_bun_c050-server-error.log,results/logs/http_complex_final/session_01/http_complex_s01_r05_bun_c050-warmup-error.log,results/logs/http_complex_final/session_01/http_complex_s01_r05_bun_c050-autocannon-error.log,
http_complex_s01_r05_node_c100,complex,1,42,5,node,100,1,10,30,10,10,20260808,2026-08-03T17:35:36.895172+00:00,2026-08-03T17:36:19.568599+00:00,success,11796.87,8.01,7,10,14,18,85,353876,3090653.87,0,0,0,0,data/raw/http/complex/session_01/http_complex_s01_r05_node_c100.json,results/logs/http_complex_final/session_01/http_complex_s01_r05_node_c100-server-output.log,results/logs/http_complex_final/session_01/http_complex_s01_r05_node_c100-server-error.log,results/logs/http_complex_final/session_01/http_complex_s01_r05_node_c100-warmup-error.log,results/logs/http_complex_final/session_01/http_complex_s01_r05_node_c100-autocannon-error.log,
http_complex_s01_r05_deno_c010,complex,1,43,5,deno,10,1,10,30,10,10,20260808,2026-08-03T17:36:29.575311+00:00,2026-08-03T17:37:12.153370+00:00,success,18189.34,0.07,0,0,1,1,39,545663,3910621.87,0,0,0,0,data/raw/http/complex/session_01/http_complex_s01_r05_deno_c010.json,results/logs/http_complex_final/session_01/http_complex_s01_r05_deno_c010-server-output.log,results/logs/http_complex_final/session_01/http_complex_s01_r05_deno_c010-server-error.log,results/logs/http_complex_final/session_01/http_complex_s01_r05_deno_c010-warmup-error.log,results/logs/http_complex_final/session_01/http_complex_s01_r05_deno_c010-autocannon-error.log,
http_complex_s01_r05_node_c010,complex,1,44,5,node,10,1,10,30,10,10,20260808,2026-08-03T17:37:22.161340+00:00,2026-08-03T17:38:04.791325+00:00,success,12902.47,0.14,0,1,1,1,27,387067,3380480,0,0,0,0,data/raw/http/complex/session_01/http_complex_s01_r05_node_c010.json,results/logs/http_complex_final/session_01/http_complex_s01_r05_node_c010-server-output.log,results/logs/http_complex_final/session_01/http_complex_s01_r05_node_c010-server-error.log,results/logs/http_complex_final/session_01/http_complex_s01_r05_node_c010-warmup-error.log,results/logs/http_complex_final/session_01/http_complex_s01_r05_node_c010-autocannon-error.log,
http_complex_s01_r05_deno_c100,complex,1,45,5,deno,100,1,10,30,10,10,20260808,2026-08-03T17:38:14.800908+00:00,2026-08-03T17:38:57.477784+00:00,success,17159.27,5.33,4,10,12,16,70,514805,3689318.4,0,0,0,0,data/raw/http/complex/session_01/http_complex_s01_r05_deno_c100.json,results/logs/http_complex_final/session_01/http_complex_s01_r05_deno_c100-server-output.log,results/logs/http_complex_final/session_01/http_complex_s01_r05_deno_c100-server-error.log,results/logs/http_complex_final/session_01/http_complex_s01_r05_deno_c100-warmup-error.log,results/logs/http_complex_final/session_01/http_complex_s01_r05_deno_c100-autocannon-error.log,
http_complex_s02_r06_deno_c100,complex,2,1,6,deno,100,1,10,30,10,10,20260809,2026-08-03T17:39:27.210788+00:00,2026-08-03T17:40:08.978499+00:00,success,17102.14,5.35,5,9,13,14,69,513088,3676979.2,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r06_deno_c100.json,results/logs/http_complex_final/session_02/http_complex_s02_r06_deno_c100-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r06_deno_c100-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r06_deno_c100-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r06_deno_c100-autocannon-error.log,
http_complex_s02_r06_bun_c100,complex,2,2,6,bun,100,1,10,30,10,10,20260809,2026-08-03T17:40:18.989608+00:00,2026-08-03T17:41:01.640514+00:00,success,15242.14,6.09,5,9,11,13,70,457249,3276936.54,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r06_bun_c100.json,results/logs/http_complex_final/session_02/http_complex_s02_r06_bun_c100-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r06_bun_c100-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r06_bun_c100-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r06_bun_c100-autocannon-error.log,
http_complex_s02_r06_node_c100,complex,2,3,6,node,100,1,10,30,10,10,20260809,2026-08-03T17:41:11.691848+00:00,2026-08-03T17:41:54.328489+00:00,success,11767.14,7.99,7,11,14,16,79,353020,3083246.94,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r06_node_c100.json,results/logs/http_complex_final/session_02/http_complex_s02_r06_node_c100-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r06_node_c100-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r06_node_c100-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r06_node_c100-autocannon-error.log,
http_complex_s02_r06_bun_c050,complex,2,4,6,bun,50,1,10,30,10,10,20260809,2026-08-03T17:42:04.336447+00:00,2026-08-03T17:42:45.968647+00:00,success,14714.67,3,2,5,7,8,47,441426,3163528.54,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r06_bun_c050.json,results/logs/http_complex_final/session_02/http_complex_s02_r06_bun_c050-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r06_bun_c050-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r06_bun_c050-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r06_bun_c050-autocannon-error.log,
http_complex_s02_r06_bun_c010,complex,2,5,6,bun,10,1,10,30,10,10,20260809,2026-08-03T17:42:55.977608+00:00,2026-08-03T17:43:37.598862+00:00,success,14676.54,0.18,0,0,3,4,93,440278,3155234.14,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r06_bun_c010.json,results/logs/http_complex_final/session_02/http_complex_s02_r06_bun_c010-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r06_bun_c010-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r06_bun_c010-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r06_bun_c010-autocannon-error.log,
http_complex_s02_r06_deno_c050,complex,2,6,6,deno,50,1,10,30,10,10,20260809,2026-08-03T17:43:47.605555+00:00,2026-08-03T17:44:29.202099+00:00,success,17687.6,2.34,2,4,5,7,83,530651,3802897.07,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r06_deno_c050.json,results/logs/http_complex_final/session_02/http_complex_s02_r06_deno_c050-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r06_deno_c050-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r06_deno_c050-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r06_deno_c050-autocannon-error.log,
http_complex_s02_r06_node_c010,complex,2,7,6,node,10,1,10,30,10,10,20260809,2026-08-03T17:44:39.209757+00:00,2026-08-03T17:45:21.841035+00:00,success,12313,0.2,0,1,1,1,28,369373,3225719.47,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r06_node_c010.json,results/logs/http_complex_final/session_02/http_complex_s02_r06_node_c010-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r06_node_c010-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r06_node_c010-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r06_node_c010-autocannon-error.log,
http_complex_s02_r06_deno_c010,complex,2,8,6,deno,10,1,10,30,10,10,20260809,2026-08-03T17:45:31.847779+00:00,2026-08-03T17:46:14.437630+00:00,success,17496.41,0.09,0,0,1,1,26,524895,3761527.47,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r06_deno_c010.json,results/logs/http_complex_final/session_02/http_complex_s02_r06_deno_c010-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r06_deno_c010-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r06_deno_c010-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r06_deno_c010-autocannon-error.log,
http_complex_s02_r06_node_c050,complex,2,9,6,node,50,1,10,30,10,10,20260809,2026-08-03T17:46:24.444024+00:00,2026-08-03T17:47:06.066034+00:00,success,11521.14,3.83,3,6,7,8,53,345613,3018359.47,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r06_node_c050.json,results/logs/http_complex_final/session_02/http_complex_s02_r06_node_c050-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r06_node_c050-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r06_node_c050-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r06_node_c050-autocannon-error.log,
http_complex_s02_r07_bun_c050,complex,2,10,7,bun,50,1,10,30,10,10,20260810,2026-08-03T17:47:16.073252+00:00,2026-08-03T17:47:57.689995+00:00,success,14882.4,2.97,2,5,7,8,55,446460,3199539.2,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r07_bun_c050.json,results/logs/http_complex_final/session_02/http_complex_s02_r07_bun_c050-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r07_bun_c050-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r07_bun_c050-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r07_bun_c050-autocannon-error.log,
http_complex_s02_r07_node_c050,complex,2,11,7,node,50,1,10,30,10,10,20260810,2026-08-03T17:48:07.699365+00:00,2026-08-03T17:48:50.346719+00:00,success,11805.67,3.76,3,5,7,9,58,354159,3092974.94,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r07_node_c050.json,results/logs/http_complex_final/session_02/http_complex_s02_r07_node_c050-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r07_node_c050-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r07_node_c050-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r07_node_c050-autocannon-error.log,
http_complex_s02_r07_deno_c010,complex,2,12,7,deno,10,1,10,30,10,10,20260810,2026-08-03T17:49:00.355205+00:00,2026-08-03T17:49:41.933996+00:00,success,18268.94,0.07,0,0,1,1,32,547997,3927449.6,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r07_deno_c010.json,results/logs/http_complex_final/session_02/http_complex_s02_r07_deno_c010-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r07_deno_c010-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r07_deno_c010-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r07_deno_c010-autocannon-error.log,
http_complex_s02_r07_deno_c100,complex,2,13,7,deno,100,1,10,30,10,10,20260810,2026-08-03T17:49:51.941618+00:00,2026-08-03T17:50:33.619222+00:00,success,17273.87,5.29,4,9,13,15,78,518200,3713638.4,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r07_deno_c100.json,results/logs/http_complex_final/session_02/http_complex_s02_r07_deno_c100-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r07_deno_c100-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r07_deno_c100-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r07_deno_c100-autocannon-error.log,
http_complex_s02_r07_bun_c010,complex,2,14,7,bun,10,1,10,30,10,10,20260810,2026-08-03T17:50:43.626210+00:00,2026-08-03T17:51:25.383464+00:00,success,14371,0.19,0,0,3,4,185,431133,3089681.07,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r07_bun_c010.json,results/logs/http_complex_final/session_02/http_complex_s02_r07_bun_c010-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r07_bun_c010-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r07_bun_c010-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r07_bun_c010-autocannon-error.log,
http_complex_s02_r07_deno_c050,complex,2,15,7,deno,50,1,10,30,10,10,20260810,2026-08-03T17:51:35.390237+00:00,2026-08-03T17:52:17.035633+00:00,success,18111.34,2.28,2,3,5,7,52,543326,3893930.67,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r07_deno_c050.json,results/logs/http_complex_final/session_02/http_complex_s02_r07_deno_c050-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r07_deno_c050-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r07_deno_c050-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r07_deno_c050-autocannon-error.log,
http_complex_s02_r07_node_c100,complex,2,16,7,node,100,1,10,30,10,10,20260810,2026-08-03T17:52:27.043379+00:00,2026-08-03T17:53:08.704424+00:00,success,11471.27,8.26,8,11,15,17,79,344113,3005184,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r07_node_c100.json,results/logs/http_complex_final/session_02/http_complex_s02_r07_node_c100-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r07_node_c100-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r07_node_c100-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r07_node_c100-autocannon-error.log,
http_complex_s02_r07_node_c010,complex,2,17,7,node,10,1,10,30,10,10,20260810,2026-08-03T17:53:18.710961+00:00,2026-08-03T17:54:00.294282+00:00,success,12197.74,0.2,0,1,1,1,137,365910,3195630.94,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r07_node_c010.json,results/logs/http_complex_final/session_02/http_complex_s02_r07_node_c010-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r07_node_c010-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r07_node_c010-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r07_node_c010-autocannon-error.log,
http_complex_s02_r07_bun_c100,complex,2,18,7,bun,100,1,10,30,10,10,20260810,2026-08-03T17:54:10.304880+00:00,2026-08-03T17:54:51.971327+00:00,success,15129.07,6.14,6,9,11,13,86,453869,3252701.87,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r07_bun_c100.json,results/logs/http_complex_final/session_02/http_complex_s02_r07_bun_c100-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r07_bun_c100-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r07_bun_c100-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r07_bun_c100-autocannon-error.log,
http_complex_s02_r08_bun_c100,complex,2,19,8,bun,100,1,10,30,10,10,20260811,2026-08-03T17:55:01.977549+00:00,2026-08-03T17:55:43.651141+00:00,success,14645.6,6.35,6,9,12,13,76,439332,3148544,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r08_bun_c100.json,results/logs/http_complex_final/session_02/http_complex_s02_r08_bun_c100-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r08_bun_c100-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r08_bun_c100-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r08_bun_c100-autocannon-error.log,
http_complex_s02_r08_deno_c100,complex,2,20,8,deno,100,1,10,30,10,10,20260811,2026-08-03T17:55:53.662046+00:00,2026-08-03T17:56:35.330377+00:00,success,17549.74,5.2,4,9,12,14,68,526486,3773166.94,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r08_deno_c100.json,results/logs/http_complex_final/session_02/http_complex_s02_r08_deno_c100-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r08_deno_c100-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r08_deno_c100-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r08_deno_c100-autocannon-error.log,
http_complex_s02_r08_bun_c010,complex,2,21,8,bun,10,1,10,30,10,10,20260811,2026-08-03T17:56:45.344284+00:00,2026-08-03T17:57:26.927617+00:00,success,15642,0.15,0,0,3,3,27,469237,3362952.54,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r08_bun_c010.json,results/logs/http_complex_final/session_02/http_complex_s02_r08_bun_c010-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r08_bun_c010-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r08_bun_c010-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r08_bun_c010-autocannon-error.log,
http_complex_s02_r08_bun_c050,complex,2,22,8,bun,50,1,10,30,10,10,20260811,2026-08-03T17:57:36.935427+00:00,2026-08-03T17:58:18.578133+00:00,success,15212.8,2.91,2,5,7,7,55,456394,3270724.27,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r08_bun_c050.json,results/logs/http_complex_final/session_02/http_complex_s02_r08_bun_c050-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r08_bun_c050-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r08_bun_c050-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r08_bun_c050-autocannon-error.log,
http_complex_s02_r08_deno_c010,complex,2,23,8,deno,10,1,10,30,10,10,20260811,2026-08-03T17:58:28.586046+00:00,2026-08-03T17:59:10.147697+00:00,success,18310.27,0.06,0,0,1,1,26,549292,3936597.34,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r08_deno_c010.json,results/logs/http_complex_final/session_02/http_complex_s02_r08_deno_c010-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r08_deno_c010-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r08_deno_c010-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r08_deno_c010-autocannon-error.log,
http_complex_s02_r08_deno_c050,complex,2,24,8,deno,50,1,10,30,10,10,20260811,2026-08-03T17:59:20.154162+00:00,2026-08-03T18:00:01.824500+00:00,success,17887.6,2.33,2,4,6,7,48,536643,3846007.47,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r08_deno_c050.json,results/logs/http_complex_final/session_02/http_complex_s02_r08_deno_c050-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r08_deno_c050-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r08_deno_c050-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r08_deno_c050-autocannon-error.log,
http_complex_s02_r08_node_c100,complex,2,25,8,node,100,1,10,30,10,10,20260811,2026-08-03T18:00:11.832766+00:00,2026-08-03T18:00:53.569163+00:00,success,11132.47,8.51,8,12,16,22,102,333974,2916710.4,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r08_node_c100.json,results/logs/http_complex_final/session_02/http_complex_s02_r08_node_c100-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r08_node_c100-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r08_node_c100-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r08_node_c100-autocannon-error.log,
http_complex_s02_r08_node_c050,complex,2,26,8,node,50,1,10,30,10,10,20260811,2026-08-03T18:01:03.577421+00:00,2026-08-03T18:01:45.218456+00:00,success,11284.2,3.92,3,6,7,8,54,338499,2956339.2,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r08_node_c050.json,results/logs/http_complex_final/session_02/http_complex_s02_r08_node_c050-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r08_node_c050-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r08_node_c050-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r08_node_c050-autocannon-error.log,
http_complex_s02_r08_node_c010,complex,2,27,8,node,10,1,10,30,10,10,20260811,2026-08-03T18:01:55.226782+00:00,2026-08-03T18:02:36.828080+00:00,success,12326.87,0.2,0,1,1,1,27,369793,3229440,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r08_node_c010.json,results/logs/http_complex_final/session_02/http_complex_s02_r08_node_c010-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r08_node_c010-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r08_node_c010-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r08_node_c010-autocannon-error.log,
http_complex_s02_r09_deno_c100,complex,2,28,9,deno,100,1,10,30,10,10,20260812,2026-08-03T18:02:46.835905+00:00,2026-08-03T18:03:28.524177+00:00,success,17054.94,5.37,4,10,13,15,78,511615,3666585.6,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r09_deno_c100.json,results/logs/http_complex_final/session_02/http_complex_s02_r09_deno_c100-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r09_deno_c100-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r09_deno_c100-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r09_deno_c100-autocannon-error.log,
http_complex_s02_r09_deno_c050,complex,2,29,9,deno,50,1,10,30,10,10,20260812,2026-08-03T18:03:38.533453+00:00,2026-08-03T18:04:20.158364+00:00,success,17078.07,2.44,2,4,6,7,325,512292,3671381.34,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r09_deno_c050.json,results/logs/http_complex_final/session_02/http_complex_s02_r09_deno_c050-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r09_deno_c050-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r09_deno_c050-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r09_deno_c050-autocannon-error.log,
http_complex_s02_r09_deno_c010,complex,2,30,9,deno,10,1,10,30,10,10,20260812,2026-08-03T18:04:30.167735+00:00,2026-08-03T18:05:11.762698+00:00,success,18235.6,0.07,0,0,1,1,34,547076,3920622.94,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r09_deno_c010.json,results/logs/http_complex_final/session_02/http_complex_s02_r09_deno_c010-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r09_deno_c010-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r09_deno_c010-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r09_deno_c010-autocannon-error.log,
http_complex_s02_r09_bun_c010,complex,2,31,9,bun,10,1,10,30,10,10,20260812,2026-08-03T18:05:21.769464+00:00,2026-08-03T18:06:03.378362+00:00,success,14776.27,0.17,0,0,3,3,28,443284,3176840.54,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r09_bun_c010.json,results/logs/http_complex_final/session_02/http_complex_s02_r09_bun_c010-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r09_bun_c010-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r09_bun_c010-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r09_bun_c010-autocannon-error.log,
http_complex_s02_r09_bun_c050,complex,2,32,9,bun,50,1,10,30,10,10,20260812,2026-08-03T18:06:13.386610+00:00,2026-08-03T18:06:56.001649+00:00,success,14956.34,2.96,2,5,7,7,94,448678,3215479.47,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r09_bun_c050.json,results/logs/http_complex_final/session_02/http_complex_s02_r09_bun_c050-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r09_bun_c050-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r09_bun_c050-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r09_bun_c050-autocannon-error.log,
http_complex_s02_r09_bun_c100,complex,2,33,9,bun,100,1,10,30,10,10,20260812,2026-08-03T18:07:06.009275+00:00,2026-08-03T18:07:47.689483+00:00,success,14961.87,6.21,6,9,11,13,82,448831,3216640,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r09_bun_c100.json,results/logs/http_complex_final/session_02/http_complex_s02_r09_bun_c100-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r09_bun_c100-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r09_bun_c100-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r09_bun_c100-autocannon-error.log,
http_complex_s02_r09_node_c100,complex,2,34,9,node,100,1,10,30,10,10,20260812,2026-08-03T18:07:57.698799+00:00,2026-08-03T18:08:39.338944+00:00,success,11710.74,8.06,7,10,14,18,76,351299,3067955.2,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r09_node_c100.json,results/logs/http_complex_final/session_02/http_complex_s02_r09_node_c100-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r09_node_c100-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r09_node_c100-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r09_node_c100-autocannon-error.log,
http_complex_s02_r09_node_c050,complex,2,35,9,node,50,1,10,30,10,10,20260812,2026-08-03T18:08:49.349427+00:00,2026-08-03T18:09:30.986289+00:00,success,11395,3.82,3,6,7,8,53,341822,2985318.4,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r09_node_c050.json,results/logs/http_complex_final/session_02/http_complex_s02_r09_node_c050-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r09_node_c050-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r09_node_c050-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r09_node_c050-autocannon-error.log,
http_complex_s02_r09_node_c010,complex,2,36,9,node,10,1,10,30,10,10,20260812,2026-08-03T18:09:40.996393+00:00,2026-08-03T18:10:22.588204+00:00,success,12511.54,0.18,0,1,1,1,27,375331,3277909.34,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r09_node_c010.json,results/logs/http_complex_final/session_02/http_complex_s02_r09_node_c010-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r09_node_c010-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r09_node_c010-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r09_node_c010-autocannon-error.log,
http_complex_s02_r10_node_c050,complex,2,37,10,node,50,1,10,30,10,10,20260813,2026-08-03T18:10:32.597225+00:00,2026-08-03T18:11:14.230013+00:00,success,11773.8,3.73,3,5,7,8,81,353205,3084578.14,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r10_node_c050.json,results/logs/http_complex_final/session_02/http_complex_s02_r10_node_c050-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r10_node_c050-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r10_node_c050-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r10_node_c050-autocannon-error.log,
http_complex_s02_r10_deno_c100,complex,2,38,10,deno,100,1,10,30,10,10,20260813,2026-08-03T18:11:24.241409+00:00,2026-08-03T18:12:05.946717+00:00,success,16678,5.5,5,10,13,15,73,500313,3585228.8,0,0,0,0,data/raw/http/complex/session_02/http_complex_s02_r10_deno_c100.json,results/logs/http_complex_final/session_02/http_complex_s02_r10_deno_c100-server-output.log,results/logs/http_complex_final/session_02/http_complex_s02_r10_deno_c100-server-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r10_deno_c100-warmup-error.log,results/logs/http_complex_final/session_02/http_complex_s02_r10_deno_c100-autocannon-error.log,
