"run_id","session_id","sequence","repetition","runtime","shuffle_seed","started_at","finished_at","status","startup_time_ns","startup_time_ms","observed_output","program_file","stdout_log","stderr_log","error_message"
"cold_start_s02_r20_node",2,13,20,"node",20260824,"2026-08-04T17:48:40.288418+00:00","2026-08-04T17:48:40.457733+00:00","success",153111800,153.1118,"READY","benchmarks/cold_start/node/startup.js","results/logs/cold_start_final/session_02/cold_start_s02_r20_node-stdout.log","results/logs/cold_start_final/session_02/cold_start_s02_r20_node-stderr.log",NA
"cold_start_s02_r20_deno",2,14,20,"deno",20260824,"2026-08-04T17:48:41.466018+00:00","2026-08-04T17:48:41.757680+00:00","success",257953300,257.9533,"READY","benchmarks/cold_start/deno/startup.js","results/logs/cold_start_final/session_02/cold_start_s02_r20_deno-stdout.log","results/logs/cold_start_final/session_02/cold_start_s02_r20_deno-stderr.log",NA
"cold_start_s02_r20_bun",2,15,20,"bun",20260824,"2026-08-04T17:48:42.766630+00:00","2026-08-04T17:48:42.959014+00:00","success",169188200,169.1882,"READY","benchmarks/cold_start/bun/startup.js","results/logs/cold_start_final/session_02/cold_start_s02_r20_bun-stdout.log","results/logs/cold_start_final/session_02/cold_start_s02_r20_bun-stderr.log",NA
"cold_start_s02_r21_deno",2,16,21,"deno",20260825,"2026-08-04T17:48:43.974388+00:00","2026-08-04T17:48:44.140235+00:00","success",144108200,144.1082,"READY","benchmarks/cold_start/deno/startup.js","results/logs/cold_start_final/session_02/cold_start_s02_r21_deno-stdout.log","results/logs/cold_start_final/session_02/cold_start_s02_r21_deno-stderr.log",NA
"cold_start_s02_r21_bun",2,17,21,"bun",20260825,"2026-08-04T17:48:45.150069+00:00","2026-08-04T17:48:45.349119+00:00","success",178440100,178.4401,"READY","benchmarks/cold_start/bun/startup.js","results/logs/cold_start_final/session_02/cold_start_s02_r21_bun-stdout.log","results/logs/cold_start_final/session_02/cold_start_s02_r21_bun-stderr.log",NA
"cold_start_s02_r21_node",2,18,21,"node",20260825,"2026-08-04T17:48:46.357719+00:00","2026-08-04T17:48:46.525147+00:00","success",149065000,149.065,"READY","benchmarks/cold_start/node/startup.js","results/logs/cold_start_final/session_02/cold_start_s02_r21_node-stdout.log","results/logs/cold_start_final/session_02/cold_start_s02_r21_node-stderr.log",NA
"cold_start_s02_r22_deno",2,19,22,"deno",20260826,"2026-08-04T17:48:47.533764+00:00","2026-08-04T17:48:47.702252+00:00","success",129352900,129.3529,"READY","benchmarks/cold_start/deno/startup.js","results/logs/cold_start_final/session_02/cold_start_s02_r22_deno-stdout.log","results/logs/cold_start_final/session_02/cold_start_s02_r22_deno-stderr.log",NA
"cold_start_s02_r22_node",2,20,22,"node",20260826,"2026-08-04T17:48:48.711580+00:00","2026-08-04T17:48:48.875302+00:00","success",146462400,146.4624,"READY","benchmarks/cold_start/node/startup.js","results/logs/cold_start_final/session_02/cold_start_s02_r22_node-stdout.log","results/logs/cold_start_final/session_02/cold_start_s02_r22_node-stderr.log",NA
"cold_start_s02_r22_bun",2,21,22,"bun",20260826,"2026-08-04T17:48:49.884740+00:00","2026-08-04T17:48:50.087040+00:00","success",182312500,182.3125,"READY","benchmarks/cold_start/bun/startup.js","results/logs/cold_start_final/session_02/cold_start_s02_r22_bun-stdout.log","results/logs/cold_start_final/session_02/cold_start_s02_r22_bun-stderr.log",NA
"cold_start_s02_r23_bun",2,22,23,"bun",20260827,"2026-08-04T17:48:51.096280+00:00","2026-08-04T17:48:51.292180+00:00","success",178255900,178.2559,"READY","benchmarks/cold_start/bun/startup.js","results/logs/cold_start_final/session_02/cold_start_s02_r23_bun-stdout.log","results/logs/cold_start_final/session_02/cold_start_s02_r23_bun-stderr.log",NA
"cold_start_s02_r23_node",2,23,23,"node",20260827,"2026-08-04T17:48:52.302587+00:00","2026-08-04T17:48:52.465006+00:00","success",143865300,143.8653,"READY","benchmarks/cold_start/node/startup.js","results/logs/cold_start_final/session_02/cold_start_s02_r23_node-stdout.log","results/logs/cold_start_final/session_02/cold_start_s02_r23_node-stderr.log",NA
