operation,runtime,n,mean_ms,median_ms,sd_ms,se_ms,ci_margin,ci_lower,ci_upper,iqr_ms,min_ms,max_ms
Read,Node.js,10,91.58301,94.2139,4.55999254152655,1.441996254460384,3.2620221557557403,88.32098784424426,94.84503215575575,6.264824999999988,82.117,95.7881
Read,Bun,10,105.19027,104.53275,3.565541390417138,1.1275231885321815,2.550634657159145,102.63963534284085,107.74090465715915,5.333775000000003,100.9047,111.807
Read,Deno,10,137.44535,136.75074999999998,3.048422996767712,0.9639959941422078,2.180710443057572,135.26463955694243,139.62606044305755,2.3929500000000132,133.6609,144.4641
Write,Node.js,10,63.174549999999996,61.2453,4.794998009789878,1.516311508691037,3.4301349404187818,59.744415059581215,66.60468494041878,3.727249999999991,58.1735,74.3964
Write,Bun,10,1069.45525,1064.56615,14.655074922379464,4.634341603513442,10.48360905324165,1058.9716409467583,1079.9388590532417,9.048549999999977,1056.45,1101.1186
Write,Deno,10,1068.63017,1058.34895,35.898561976957346,11.352122057190222,25.680284224632352,1042.9498857753676,1094.3104542246322,19.636574999999993,1040.513,1163.9381
