runtime,n,mean_ms,median_ms,sd_ms,se_ms,ci_margin,ci_lower,ci_upper,iqr_ms,min_ms,max_ms
Node.js,30,160.74574666666666,154.34875,17.7205753302673,3.23531961345232,6.616971575206005,154.12877509146065,167.36271824187267,15.461324999999988,141.4879,208.3294
Bun,30,196.04236,187.78915,25.820927689771597,4.714234850465886,9.641692856147863,186.40066714385213,205.68405285614787,16.190699999999993,169.1882,283.0018
Deno,30,140.21749666666668,132.05275,36.07831324647368,6.5869686672770245,13.47186357011432,126.74563309655235,153.689360236781,8.323725000000024,115.7602,281.6167
