"run_id","session_id","sequence","repetition","runtime","workload","shuffle_seed","started_at","ready_at","finished_at","status","allocation_bytes","sample_interval_ms","post_ready_window_ms","pre_ready_samples","post_ready_samples","rss_at_ready_bytes","rss_at_ready_mib","median_post_ready_rss_bytes","median_post_ready_rss_mib","mean_post_ready_rss_bytes","mean_post_ready_rss_mib","peak_post_ready_rss_bytes","peak_post_ready_rss_mib","peak_observed_rss_bytes","peak_observed_rss_mib","ready_payload","sample_file","stdout_log","stderr_log","error_message"
"memory_s02_r14_node_allocated",2,21,14,"node","allocated",20260824,"2026-08-10T19:38:17.642319+00:00","2026-08-10T19:38:17.892501+00:00","2026-08-10T19:38:19.915638+00:00","success",104857600,20,2000,10,86,143953920,137.28515625,143953920,137.28515625,143953920,137.28515625,143953920,137.28515625,143953920,137.28515625,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_02/samples/memory_s02_r14_node_allocated_samples.csv","results/logs/memory_final/session_02/memory_s02_r14_node_allocated-stdout.log","results/logs/memory_final/session_02/memory_s02_r14_node_allocated-stderr.log",NA
"memory_s02_r14_node_idle",2,22,14,"node","idle",20260824,"2026-08-10T19:38:21.935097+00:00","2026-08-10T19:38:22.098407+00:00","2026-08-10T19:38:24.129835+00:00","success",0,20,2000,7,86,38551552,36.765625,38551552,36.765625,38551552,36.765625,38551552,36.765625,38551552,36.765625,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_02/samples/memory_s02_r14_node_idle_samples.csv","results/logs/memory_final/session_02/memory_s02_r14_node_idle-stdout.log","results/logs/memory_final/session_02/memory_s02_r14_node_idle-stderr.log",NA
"memory_s02_r14_bun_idle",2,23,14,"bun","idle",20260824,"2026-08-10T19:38:26.156065+00:00","2026-08-10T19:38:26.305285+00:00","2026-08-10T19:38:28.325441+00:00","success",0,20,2000,7,86,58605568,55.890625,58617856,55.90234375,58618475.1627907,55.9029342296512,58650624,55.93359375,58650624,55.93359375,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_02/samples/memory_s02_r14_bun_idle_samples.csv","results/logs/memory_final/session_02/memory_s02_r14_bun_idle-stdout.log","results/logs/memory_final/session_02/memory_s02_r14_bun_idle-stderr.log",NA
"memory_s02_r14_bun_allocated",2,24,14,"bun","allocated",20260824,"2026-08-10T19:38:30.344354+00:00","2026-08-10T19:38:30.506261+00:00","2026-08-10T19:38:32.532511+00:00","success",104857600,20,2000,7,86,163569664,155.9921875,163594240,156.015625,163594906.790698,156.016260901163,163618816,156.0390625,163618816,156.0390625,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_02/samples/memory_s02_r14_bun_allocated_samples.csv","results/logs/memory_final/session_02/memory_s02_r14_bun_allocated-stdout.log","results/logs/memory_final/session_02/memory_s02_r14_bun_allocated-stderr.log",NA
"memory_s02_r15_deno_allocated",2,25,15,"deno","allocated",20260825,"2026-08-10T19:38:34.554373+00:00","2026-08-10T19:38:34.773349+00:00","2026-08-10T19:38:36.805602+00:00","success",104857600,20,2000,9,87,150011904,143.0625,150011904,143.0625,150011904,143.0625,150011904,143.0625,150011904,143.0625,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_02/samples/memory_s02_r15_deno_allocated_samples.csv","results/logs/memory_final/session_02/memory_s02_r15_deno_allocated-stdout.log","results/logs/memory_final/session_02/memory_s02_r15_deno_allocated-stderr.log",NA
"memory_s02_r15_deno_idle",2,26,15,"deno","idle",20260825,"2026-08-10T19:38:38.827383+00:00","2026-08-10T19:38:38.942632+00:00","2026-08-10T19:38:40.953807+00:00","success",0,20,2000,5,86,44429312,42.37109375,44429312,42.37109375,44429312,42.37109375,44429312,42.37109375,44429312,42.37109375,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_02/samples/memory_s02_r15_deno_idle_samples.csv","results/logs/memory_final/session_02/memory_s02_r15_deno_idle-stdout.log","results/logs/memory_final/session_02/memory_s02_r15_deno_idle-stderr.log",NA
"memory_s02_r15_bun_allocated",2,27,15,"bun","allocated",20260825,"2026-08-10T19:38:42.974504+00:00","2026-08-10T19:38:43.145898+00:00","2026-08-10T19:38:45.177402+00:00","success",104857600,20,2000,7,87,163557376,155.98046875,163594240,156.015625,163593110.068966,156.014547413793,163614720,156.03515625,163614720,156.03515625,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_02/samples/memory_s02_r15_bun_allocated_samples.csv","results/logs/memory_final/session_02/memory_s02_r15_bun_allocated-stdout.log","results/logs/memory_final/session_02/memory_s02_r15_bun_allocated-stderr.log",NA
"memory_s02_r15_node_allocated",2,28,15,"node","allocated",20260825,"2026-08-10T19:38:47.197442+00:00","2026-08-10T19:38:47.435277+00:00","2026-08-10T19:38:49.455428+00:00","success",104857600,20,2000,10,86,143982592,137.3125,143982592,137.3125,143982592,137.3125,143982592,137.3125,143982592,137.3125,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_02/samples/memory_s02_r15_node_allocated_samples.csv","results/logs/memory_final/session_02/memory_s02_r15_node_allocated-stdout.log","results/logs/memory_final/session_02/memory_s02_r15_node_allocated-stderr.log",NA
"memory_s02_r15_bun_idle",2,29,15,"bun","idle",20260825,"2026-08-10T19:38:51.477341+00:00","2026-08-10T19:38:51.627447+00:00","2026-08-10T19:38:53.644423+00:00","success",0,20,2000,6,87,58605568,55.890625,58621952,55.90625,58623552.7356322,55.9077765804598,58654720,55.9375,58654720,55.9375,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_02/samples/memory_s02_r15_bun_idle_samples.csv","results/logs/memory_final/session_02/memory_s02_r15_bun_idle-stdout.log","results/logs/memory_final/session_02/memory_s02_r15_bun_idle-stderr.log",NA
"memory_s02_r15_node_idle",2,30,15,"node","idle",20260825,"2026-08-10T19:38:55.660442+00:00","2026-08-10T19:38:55.803765+00:00","2026-08-10T19:38:57.813768+00:00","success",0,20,2000,6,81,38486016,36.703125,38486016,36.703125,38486016,36.703125,38486016,36.703125,38486016,36.703125,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_02/samples/memory_s02_r15_node_idle_samples.csv","results/logs/memory_final/session_02/memory_s02_r15_node_idle-stdout.log","results/logs/memory_final/session_02/memory_s02_r15_node_idle-stderr.log",NA
"memory_s02_r16_bun_idle",2,31,16,"bun","idle",20260826,"2026-08-10T19:38:59.834752+00:00","2026-08-10T19:38:59.980468+00:00","2026-08-10T19:39:02.005725+00:00","success",0,20,2000,7,87,58626048,55.91015625,58646528,55.9296875,58647140.045977,55.9302711925287,58679296,55.9609375,58679296,55.9609375,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_02/samples/memory_s02_r16_bun_idle_samples.csv","results/logs/memory_final/session_02/memory_s02_r16_bun_idle-stdout.log","results/logs/memory_final/session_02/memory_s02_r16_bun_idle-stderr.log",NA
"memory_s02_r16_node_allocated",2,32,16,"node","allocated",20260826,"2026-08-10T19:39:04.026571+00:00","2026-08-10T19:39:04.271312+00:00","2026-08-10T19:39:06.293153+00:00","success",104857600,20,2000,10,86,143990784,137.3203125,143990784,137.3203125,143990784,137.3203125,143990784,137.3203125,143990784,137.3203125,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_02/samples/memory_s02_r16_node_allocated_samples.csv","results/logs/memory_final/session_02/memory_s02_r16_node_allocated-stdout.log","results/logs/memory_final/session_02/memory_s02_r16_node_allocated-stderr.log",NA
"memory_s02_r16_deno_allocated",2,33,16,"deno","allocated",20260826,"2026-08-10T19:39:08.314062+00:00","2026-08-10T19:39:08.512384+00:00","2026-08-10T19:39:10.540382+00:00","success",104857600,20,2000,8,86,149897216,142.953125,149897216,142.953125,149897216,142.953125,149897216,142.953125,149897216,142.953125,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_02/samples/memory_s02_r16_deno_allocated_samples.csv","results/logs/memory_final/session_02/memory_s02_r16_deno_allocated-stdout.log","results/logs/memory_final/session_02/memory_s02_r16_deno_allocated-stderr.log",NA
"memory_s02_r16_node_idle",2,34,16,"node","idle",20260826,"2026-08-10T19:39:12.558078+00:00","2026-08-10T19:39:12.714925+00:00","2026-08-10T19:39:14.727859+00:00","success",0,20,2000,7,86,38477824,36.6953125,38477824,36.6953125,38477824,36.6953125,38477824,36.6953125,38477824,36.6953125,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_02/samples/memory_s02_r16_node_idle_samples.csv","results/logs/memory_final/session_02/memory_s02_r16_node_idle-stdout.log","results/logs/memory_final/session_02/memory_s02_r16_node_idle-stderr.log",NA
"memory_s02_r16_deno_idle",2,35,16,"deno","idle",20260826,"2026-08-10T19:39:16.747618+00:00","2026-08-10T19:39:16.866893+00:00","2026-08-10T19:39:18.879313+00:00","success",0,20,2000,5,86,44519424,42.45703125,44519424,42.45703125,44519424,42.45703125,44519424,42.45703125,44519424,42.45703125,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_02/samples/memory_s02_r16_deno_idle_samples.csv","results/logs/memory_final/session_02/memory_s02_r16_deno_idle-stdout.log","results/logs/memory_final/session_02/memory_s02_r16_deno_idle-stderr.log",NA
"memory_s02_r16_bun_allocated",2,36,16,"bun","allocated",20260826,"2026-08-10T19:39:20.900258+00:00","2026-08-10T19:39:21.057435+00:00","2026-08-10T19:39:23.085255+00:00","success",104857600,20,2000,7,87,163549184,155.97265625,163581952,156.00390625,163580916.229885,156.002918462644,163598336,156.01953125,163598336,156.01953125,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_02/samples/memory_s02_r16_bun_allocated_samples.csv","results/logs/memory_final/session_02/memory_s02_r16_bun_allocated-stdout.log","results/logs/memory_final/session_02/memory_s02_r16_bun_allocated-stderr.log",NA
"memory_s02_r17_bun_idle",2,37,17,"bun","idle",20260827,"2026-08-10T19:39:25.104928+00:00","2026-08-10T19:39:25.256741+00:00","2026-08-10T19:39:27.272116+00:00","success",0,20,2000,6,86,58617856,55.90234375,58634240,55.91796875,58634478.1395349,55.9181958575581,58662912,55.9453125,58662912,55.9453125,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_02/samples/memory_s02_r17_bun_idle_samples.csv","results/logs/memory_final/session_02/memory_s02_r17_bun_idle-stdout.log","results/logs/memory_final/session_02/memory_s02_r17_bun_idle-stderr.log",NA
"memory_s02_r17_node_idle",2,38,17,"node","idle",20260827,"2026-08-10T19:39:29.297259+00:00","2026-08-10T19:39:29.441716+00:00","2026-08-10T19:39:31.457222+00:00","success",0,20,2000,6,86,38461440,36.6796875,38461440,36.6796875,38461440,36.6796875,38461440,36.6796875,38461440,36.6796875,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_02/samples/memory_s02_r17_node_idle_samples.csv","results/logs/memory_final/session_02/memory_s02_r17_node_idle-stdout.log","results/logs/memory_final/session_02/memory_s02_r17_node_idle-stderr.log",NA
"memory_s02_r17_bun_allocated",2,39,17,"bun","allocated",20260827,"2026-08-10T19:39:33.478501+00:00","2026-08-10T19:39:33.643148+00:00","2026-08-10T19:39:35.672588+00:00","success",104857600,20,2000,7,87,163532800,155.95703125,163577856,156,163576820.229885,155.999012212644,163590144,156.01171875,163590144,156.01171875,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_02/samples/memory_s02_r17_bun_allocated_samples.csv","results/logs/memory_final/session_02/memory_s02_r17_bun_allocated-stdout.log","results/logs/memory_final/session_02/memory_s02_r17_bun_allocated-stderr.log",NA
"memory_s02_r17_deno_allocated",2,40,17,"deno","allocated",20260827,"2026-08-10T19:39:37.692993+00:00","2026-08-10T19:39:37.920093+00:00","2026-08-10T19:39:39.944647+00:00","success",104857600,20,2000,9,87,149712896,142.77734375,149712896,142.77734375,149712896,142.77734375,149712896,142.77734375,149712896,142.77734375,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_02/samples/memory_s02_r17_deno_allocated_samples.csv","results/logs/memory_final/session_02/memory_s02_r17_deno_allocated-stdout.log","results/logs/memory_final/session_02/memory_s02_r17_deno_allocated-stderr.log",NA
"memory_s02_r17_node_allocated",2,41,17,"node","allocated",20260827,"2026-08-10T19:39:41.963905+00:00","2026-08-10T19:39:42.212109+00:00","2026-08-10T19:39:44.235536+00:00","success",104857600,20,2000,10,85,143970304,137.30078125,143970304,137.30078125,143970304,137.30078125,143970304,137.30078125,143970304,137.30078125,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_02/samples/memory_s02_r17_node_allocated_samples.csv","results/logs/memory_final/session_02/memory_s02_r17_node_allocated-stdout.log","results/logs/memory_final/session_02/memory_s02_r17_node_allocated-stderr.log",NA
"memory_s02_r17_deno_idle",2,42,17,"deno","idle",20260827,"2026-08-10T19:39:46.261732+00:00","2026-08-10T19:39:46.388412+00:00","2026-08-10T19:39:48.423097+00:00","success",0,20,2000,5,86,44503040,42.44140625,44503040,42.44140625,44503040,42.44140625,44503040,42.44140625,44503040,42.44140625,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_02/samples/memory_s02_r17_deno_idle_samples.csv","results/logs/memory_final/session_02/memory_s02_r17_deno_idle-stdout.log","results/logs/memory_final/session_02/memory_s02_r17_deno_idle-stderr.log",NA
"memory_s02_r18_node_idle",2,43,18,"node","idle",20260828,"2026-08-10T19:39:50.456591+00:00","2026-08-10T19:39:50.604525+00:00","2026-08-10T19:39:52.614169+00:00","success",0,20,2000,6,86,38473728,36.69140625,38473728,36.69140625,38473728,36.69140625,38473728,36.69140625,38473728,36.69140625,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_02/samples/memory_s02_r18_node_idle_samples.csv","results/logs/memory_final/session_02/memory_s02_r18_node_idle-stdout.log","results/logs/memory_final/session_02/memory_s02_r18_node_idle-stderr.log",NA
"memory_s02_r18_deno_idle",2,44,18,"deno","idle",20260828,"2026-08-10T19:39:54.634022+00:00","2026-08-10T19:39:54.747130+00:00","2026-08-10T19:39:56.756140+00:00","success",0,20,2000,5,85,44646400,42.578125,44646400,42.578125,44646400,42.578125,44646400,42.578125,44646400,42.578125,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_02/samples/memory_s02_r18_deno_idle_samples.csv","results/logs/memory_final/session_02/memory_s02_r18_deno_idle-stdout.log","results/logs/memory_final/session_02/memory_s02_r18_deno_idle-stderr.log",NA
"memory_s02_r18_bun_allocated",2,45,18,"bun","allocated",20260828,"2026-08-10T19:39:58.776842+00:00","2026-08-10T19:39:58.942726+00:00","2026-08-10T19:40:00.978666+00:00","success",104857600,20,2000,7,87,163557376,155.98046875,163586048,156.0078125,163585059.310345,156.006869612069,163606528,156.02734375,163606528,156.02734375,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_02/samples/memory_s02_r18_bun_allocated_samples.csv","results/logs/memory_final/session_02/memory_s02_r18_bun_allocated-stdout.log","results/logs/memory_final/session_02/memory_s02_r18_bun_allocated-stderr.log",NA
"memory_s02_r18_node_allocated",2,46,18,"node","allocated",20260828,"2026-08-10T19:40:03.002033+00:00","2026-08-10T19:40:03.233497+00:00","2026-08-10T19:40:05.258827+00:00","success",104857600,20,2000,10,87,143949824,137.28125,143949824,137.28125,143949824,137.28125,143949824,137.28125,143949824,137.28125,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_02/samples/memory_s02_r18_node_allocated_samples.csv","results/logs/memory_final/session_02/memory_s02_r18_node_allocated-stdout.log","results/logs/memory_final/session_02/memory_s02_r18_node_allocated-stderr.log",NA
"memory_s02_r18_deno_allocated",2,47,18,"deno","allocated",20260828,"2026-08-10T19:40:07.288118+00:00","2026-08-10T19:40:07.525401+00:00","2026-08-10T19:40:09.557762+00:00","success",104857600,20,2000,9,86,149848064,142.90625,149848064,142.90625,149848064,142.90625,149848064,142.90625,149848064,142.90625,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_02/samples/memory_s02_r18_deno_allocated_samples.csv","results/logs/memory_final/session_02/memory_s02_r18_deno_allocated-stdout.log","results/logs/memory_final/session_02/memory_s02_r18_deno_allocated-stderr.log",NA
"memory_s02_r18_bun_idle",2,48,18,"bun","idle",20260828,"2026-08-10T19:40:11.585296+00:00","2026-08-10T19:40:11.748307+00:00","2026-08-10T19:40:13.761939+00:00","success",0,20,2000,7,86,58609664,55.89453125,58630144,55.9140625,58630429.7674419,55.9143350290698,58658816,55.94140625,58658816,55.94140625,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_02/samples/memory_s02_r18_bun_idle_samples.csv","results/logs/memory_final/session_02/memory_s02_r18_bun_idle-stdout.log","results/logs/memory_final/session_02/memory_s02_r18_bun_idle-stderr.log",NA
"memory_s02_r19_node_allocated",2,49,19,"node","allocated",20260829,"2026-08-10T19:40:15.779050+00:00","2026-08-10T19:40:16.016235+00:00","2026-08-10T19:40:18.041138+00:00","success",104857600,20,2000,10,85,144003072,137.33203125,144003072,137.33203125,144003072,137.33203125,144003072,137.33203125,144003072,137.33203125,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_02/samples/memory_s02_r19_node_allocated_samples.csv","results/logs/memory_final/session_02/memory_s02_r19_node_allocated-stdout.log","results/logs/memory_final/session_02/memory_s02_r19_node_allocated-stderr.log",NA
"memory_s02_r19_node_idle",2,50,19,"node","idle",20260829,"2026-08-10T19:40:20.059885+00:00","2026-08-10T19:40:20.246289+00:00","2026-08-10T19:40:22.256949+00:00","success",0,20,2000,7,86,38514688,36.73046875,38514688,36.73046875,38514688,36.73046875,38514688,36.73046875,38514688,36.73046875,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_02/samples/memory_s02_r19_node_idle_samples.csv","results/logs/memory_final/session_02/memory_s02_r19_node_idle-stdout.log","results/logs/memory_final/session_02/memory_s02_r19_node_idle-stderr.log",NA
"memory_s02_r19_deno_allocated",2,51,19,"deno","allocated",20260829,"2026-08-10T19:40:24.275922+00:00","2026-08-10T19:40:24.492823+00:00","2026-08-10T19:40:26.518719+00:00","success",104857600,20,2000,9,86,149889024,142.9453125,149889024,142.9453125,149889024,142.9453125,149889024,142.9453125,149889024,142.9453125,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_02/samples/memory_s02_r19_deno_allocated_samples.csv","results/logs/memory_final/session_02/memory_s02_r19_deno_allocated-stdout.log","results/logs/memory_final/session_02/memory_s02_r19_deno_allocated-stderr.log",NA
"memory_s02_r19_bun_idle",2,52,19,"bun","idle",20260829,"2026-08-10T19:40:28.545822+00:00","2026-08-10T19:40:28.686829+00:00","2026-08-10T19:40:30.712457+00:00","success",0,20,2000,6,86,58605568,55.890625,58617856,55.90234375,58621285.2093023,55.9056140988372,58650624,55.93359375,58650624,55.93359375,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_02/samples/memory_s02_r19_bun_idle_samples.csv","results/logs/memory_final/session_02/memory_s02_r19_bun_idle-stdout.log","results/logs/memory_final/session_02/memory_s02_r19_bun_idle-stderr.log",NA
"memory_s02_r19_bun_allocated",2,53,19,"bun","allocated",20260829,"2026-08-10T19:40:32.779868+00:00","2026-08-10T19:40:32.938662+00:00","2026-08-10T19:40:34.962991+00:00","success",104857600,20,2000,7,86,163483648,155.91015625,163586048,156.0078125,163583618.976744,156.005496002907,163606528,156.02734375,163606528,156.02734375,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_02/samples/memory_s02_r19_bun_allocated_samples.csv","results/logs/memory_final/session_02/memory_s02_r19_bun_allocated-stdout.log","results/logs/memory_final/session_02/memory_s02_r19_bun_allocated-stderr.log",NA
"memory_s02_r19_deno_idle",2,54,19,"deno","idle",20260829,"2026-08-10T19:40:36.988816+00:00","2026-08-10T19:40:37.098357+00:00","2026-08-10T19:40:39.109712+00:00","success",0,20,2000,5,86,44535808,42.47265625,44535808,42.47265625,44535808,42.47265625,44535808,42.47265625,44535808,42.47265625,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_02/samples/memory_s02_r19_deno_idle_samples.csv","results/logs/memory_final/session_02/memory_s02_r19_deno_idle-stdout.log","results/logs/memory_final/session_02/memory_s02_r19_deno_idle-stderr.log",NA
"memory_s02_r20_deno_idle",2,55,20,"deno","idle",20260830,"2026-08-10T19:40:41.139705+00:00","2026-08-10T19:40:41.351982+00:00","2026-08-10T19:40:43.364360+00:00","success",0,20,2000,7,81,44523520,42.4609375,44523520,42.4609375,44523520,42.4609375,44523520,42.4609375,44523520,42.4609375,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_02/samples/memory_s02_r20_deno_idle_samples.csv","results/logs/memory_final/session_02/memory_s02_r20_deno_idle-stdout.log","results/logs/memory_final/session_02/memory_s02_r20_deno_idle-stderr.log",NA
"memory_s02_r20_bun_idle",2,56,20,"bun","idle",20260830,"2026-08-10T19:40:45.385104+00:00","2026-08-10T19:40:45.535552+00:00","2026-08-10T19:40:47.547757+00:00","success",0,20,2000,6,86,58593280,55.87890625,58605568,55.890625,58608997.2093023,55.8938953488372,58638336,55.921875,58638336,55.921875,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_02/samples/memory_s02_r20_bun_idle_samples.csv","results/logs/memory_final/session_02/memory_s02_r20_bun_idle-stdout.log","results/logs/memory_final/session_02/memory_s02_r20_bun_idle-stderr.log",NA
"memory_s02_r20_deno_allocated",2,57,20,"deno","allocated",20260830,"2026-08-10T19:40:49.569348+00:00","2026-08-10T19:40:49.769581+00:00","2026-08-10T19:40:51.820065+00:00","success",104857600,20,2000,9,86,150044672,143.09375,150044672,143.09375,150044672,143.09375,150044672,143.09375,150044672,143.09375,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_02/samples/memory_s02_r20_deno_allocated_samples.csv","results/logs/memory_final/session_02/memory_s02_r20_deno_allocated-stdout.log","results/logs/memory_final/session_02/memory_s02_r20_deno_allocated-stderr.log",NA
"memory_s02_r20_bun_allocated",2,58,20,"bun","allocated",20260830,"2026-08-10T19:40:53.854202+00:00","2026-08-10T19:40:54.018886+00:00","2026-08-10T19:40:56.044484+00:00","success",104857600,20,2000,7,85,163520512,155.9453125,163557376,155.98046875,163557424.188235,155.980514705882,163581952,156.00390625,163581952,156.00390625,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_02/samples/memory_s02_r20_bun_allocated_samples.csv","results/logs/memory_final/session_02/memory_s02_r20_bun_allocated-stdout.log","results/logs/memory_final/session_02/memory_s02_r20_bun_allocated-stderr.log",NA
"memory_s02_r20_node_allocated",2,59,20,"node","allocated",20260830,"2026-08-10T19:40:58.066633+00:00","2026-08-10T19:40:58.308674+00:00","2026-08-10T19:41:00.344566+00:00","success",104857600,20,2000,10,86,144039936,137.3671875,144039936,137.3671875,144039888.372093,137.367142078488,144039936,137.3671875,144039936,137.3671875,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_02/samples/memory_s02_r20_node_allocated_samples.csv","results/logs/memory_final/session_02/memory_s02_r20_node_allocated-stdout.log","results/logs/memory_final/session_02/memory_s02_r20_node_allocated-stderr.log",NA
"memory_s02_r20_node_idle",2,60,20,"node","idle",20260830,"2026-08-10T19:41:02.370222+00:00","2026-08-10T19:41:02.555230+00:00","2026-08-10T19:41:04.563131+00:00","success",0,20,2000,7,86,38453248,36.671875,38453248,36.671875,38453248,36.671875,38453248,36.671875,38453248,36.671875,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_02/samples/memory_s02_r20_node_idle_samples.csv","results/logs/memory_final/session_02/memory_s02_r20_node_idle-stdout.log","results/logs/memory_final/session_02/memory_s02_r20_node_idle-stderr.log",NA
