"run_id","session_id","sequence","repetition","runtime","workload","shuffle_seed","started_at","ready_at","finished_at","status","allocation_bytes","sample_interval_ms","post_ready_window_ms","pre_ready_samples","post_ready_samples","rss_at_ready_bytes","rss_at_ready_mib","median_post_ready_rss_bytes","median_post_ready_rss_mib","mean_post_ready_rss_bytes","mean_post_ready_rss_mib","peak_post_ready_rss_bytes","peak_post_ready_rss_mib","peak_observed_rss_bytes","peak_observed_rss_mib","ready_payload","sample_file","stdout_log","stderr_log","error_message"
"memory_s01_r01_bun_allocated",1,1,1,"bun","allocated",20260811,"2026-08-10T19:25:44.108925+00:00","2026-08-10T19:25:44.893931+00:00","2026-08-10T19:25:46.976697+00:00","success",104857600,20,2000,32,83,163459072,155.88671875,163336192,155.76953125,163345124.240964,155.778049698795,163459072,155.88671875,163459072,155.88671875,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_01/samples/memory_s01_r01_bun_allocated_samples.csv","results/logs/memory_final/session_01/memory_s01_r01_bun_allocated-stdout.log","results/logs/memory_final/session_01/memory_s01_r01_bun_allocated-stderr.log",NA
"memory_s01_r01_node_allocated",1,2,1,"node","allocated",20260811,"2026-08-10T19:25:49.006448+00:00","2026-08-10T19:25:49.287380+00:00","2026-08-10T19:25:51.314051+00:00","success",104857600,20,2000,12,84,143962112,137.29296875,143962112,137.29296875,143962112,137.29296875,143962112,137.29296875,143962112,137.29296875,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_01/samples/memory_s01_r01_node_allocated_samples.csv","results/logs/memory_final/session_01/memory_s01_r01_node_allocated-stdout.log","results/logs/memory_final/session_01/memory_s01_r01_node_allocated-stderr.log",NA
"memory_s01_r01_deno_idle",1,3,1,"deno","idle",20260811,"2026-08-10T19:25:53.409523+00:00","2026-08-10T19:25:53.661340+00:00","2026-08-10T19:25:55.683533+00:00","success",0,20,2000,11,84,44560384,42.49609375,44560384,42.49609375,44560384,42.49609375,44560384,42.49609375,44560384,42.49609375,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_01/samples/memory_s01_r01_deno_idle_samples.csv","results/logs/memory_final/session_01/memory_s01_r01_deno_idle-stdout.log","results/logs/memory_final/session_01/memory_s01_r01_deno_idle-stderr.log",NA
"memory_s01_r01_bun_idle",1,4,1,"bun","idle",20260811,"2026-08-10T19:25:57.770418+00:00","2026-08-10T19:25:58.191670+00:00","2026-08-10T19:26:00.209383+00:00","success",0,20,2000,11,84,58585088,55.87109375,58605568,55.890625,58607811.047619,55.8927641369048,58638336,55.921875,58638336,55.921875,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_01/samples/memory_s01_r01_bun_idle_samples.csv","results/logs/memory_final/session_01/memory_s01_r01_bun_idle-stdout.log","results/logs/memory_final/session_01/memory_s01_r01_bun_idle-stderr.log",NA
"memory_s01_r01_deno_allocated",1,5,1,"deno","allocated",20260811,"2026-08-10T19:26:02.251144+00:00","2026-08-10T19:26:02.458575+00:00","2026-08-10T19:26:04.482790+00:00","success",104857600,20,2000,9,86,149610496,142.6796875,149610496,142.6796875,149610496,142.6796875,149610496,142.6796875,149610496,142.6796875,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_01/samples/memory_s01_r01_deno_allocated_samples.csv","results/logs/memory_final/session_01/memory_s01_r01_deno_allocated-stdout.log","results/logs/memory_final/session_01/memory_s01_r01_deno_allocated-stderr.log",NA
"memory_s01_r01_node_idle",1,6,1,"node","idle",20260811,"2026-08-10T19:26:06.512366+00:00","2026-08-10T19:26:06.674696+00:00","2026-08-10T19:26:08.685192+00:00","success",0,20,2000,7,86,38428672,36.6484375,38428672,36.6484375,38428672,36.6484375,38428672,36.6484375,38428672,36.6484375,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_01/samples/memory_s01_r01_node_idle_samples.csv","results/logs/memory_final/session_01/memory_s01_r01_node_idle-stdout.log","results/logs/memory_final/session_01/memory_s01_r01_node_idle-stderr.log",NA
"memory_s01_r02_deno_idle",1,7,2,"deno","idle",20260812,"2026-08-10T19:26:10.700376+00:00","2026-08-10T19:26:10.821149+00:00","2026-08-10T19:26:12.843834+00:00","success",0,20,2000,5,87,44531712,42.46875,44531712,42.46875,44531712,42.46875,44531712,42.46875,44531712,42.46875,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_01/samples/memory_s01_r02_deno_idle_samples.csv","results/logs/memory_final/session_01/memory_s01_r02_deno_idle-stdout.log","results/logs/memory_final/session_01/memory_s01_r02_deno_idle-stderr.log",NA
"memory_s01_r02_node_allocated",1,8,2,"node","allocated",20260812,"2026-08-10T19:26:14.856286+00:00","2026-08-10T19:26:15.096701+00:00","2026-08-10T19:26:17.123330+00:00","success",104857600,20,2000,10,87,143937536,137.26953125,143937536,137.26953125,143937536,137.26953125,143937536,137.26953125,143937536,137.26953125,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_01/samples/memory_s01_r02_node_allocated_samples.csv","results/logs/memory_final/session_01/memory_s01_r02_node_allocated-stdout.log","results/logs/memory_final/session_01/memory_s01_r02_node_allocated-stderr.log",NA
"memory_s01_r02_bun_allocated",1,9,2,"bun","allocated",20260812,"2026-08-10T19:26:19.138824+00:00","2026-08-10T19:26:19.307439+00:00","2026-08-10T19:26:21.331098+00:00","success",104857600,20,2000,7,86,163553280,155.9765625,163586048,156.0078125,163586286.139535,156.008039607558,163606528,156.02734375,163606528,156.02734375,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_01/samples/memory_s01_r02_bun_allocated_samples.csv","results/logs/memory_final/session_01/memory_s01_r02_bun_allocated-stdout.log","results/logs/memory_final/session_01/memory_s01_r02_bun_allocated-stderr.log",NA
"memory_s01_r02_bun_idle",1,10,2,"bun","idle",20260812,"2026-08-10T19:26:23.347511+00:00","2026-08-10T19:26:23.505052+00:00","2026-08-10T19:26:25.528207+00:00","success",0,20,2000,7,86,58605568,55.890625,58626048,55.91015625,58627810.2325581,55.9118368459302,58658816,55.94140625,58658816,55.94140625,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_01/samples/memory_s01_r02_bun_idle_samples.csv","results/logs/memory_final/session_01/memory_s01_r02_bun_idle-stdout.log","results/logs/memory_final/session_01/memory_s01_r02_bun_idle-stderr.log",NA
"memory_s01_r02_deno_allocated",1,11,2,"deno","allocated",20260812,"2026-08-10T19:26:27.545326+00:00","2026-08-10T19:26:27.750677+00:00","2026-08-10T19:26:29.780828+00:00","success",104857600,20,2000,9,87,149999616,143.05078125,149999616,143.05078125,149999616,143.05078125,149999616,143.05078125,149999616,143.05078125,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_01/samples/memory_s01_r02_deno_allocated_samples.csv","results/logs/memory_final/session_01/memory_s01_r02_deno_allocated-stdout.log","results/logs/memory_final/session_01/memory_s01_r02_deno_allocated-stderr.log",NA
"memory_s01_r02_node_idle",1,12,2,"node","idle",20260812,"2026-08-10T19:26:31.794732+00:00","2026-08-10T19:26:31.934681+00:00","2026-08-10T19:26:33.949862+00:00","success",0,20,2000,6,86,38543360,36.7578125,38543360,36.7578125,38543360,36.7578125,38543360,36.7578125,38543360,36.7578125,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_01/samples/memory_s01_r02_node_idle_samples.csv","results/logs/memory_final/session_01/memory_s01_r02_node_idle-stdout.log","results/logs/memory_final/session_01/memory_s01_r02_node_idle-stderr.log",NA
"memory_s01_r03_deno_allocated",1,13,3,"deno","allocated",20260813,"2026-08-10T19:26:35.970649+00:00","2026-08-10T19:26:36.196921+00:00","2026-08-10T19:26:38.226047+00:00","success",104857600,20,2000,9,86,149901312,142.95703125,149901312,142.95703125,149901312,142.95703125,149901312,142.95703125,149901312,142.95703125,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_01/samples/memory_s01_r03_deno_allocated_samples.csv","results/logs/memory_final/session_01/memory_s01_r03_deno_allocated-stdout.log","results/logs/memory_final/session_01/memory_s01_r03_deno_allocated-stderr.log",NA
"memory_s01_r03_deno_idle",1,14,3,"deno","idle",20260813,"2026-08-10T19:26:40.242018+00:00","2026-08-10T19:26:40.388193+00:00","2026-08-10T19:26:42.402270+00:00","success",0,20,2000,6,85,44371968,42.31640625,44371968,42.31640625,44371968,42.31640625,44371968,42.31640625,44371968,42.31640625,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_01/samples/memory_s01_r03_deno_idle_samples.csv","results/logs/memory_final/session_01/memory_s01_r03_deno_idle-stdout.log","results/logs/memory_final/session_01/memory_s01_r03_deno_idle-stderr.log",NA
"memory_s01_r03_node_idle",1,15,3,"node","idle",20260813,"2026-08-10T19:26:44.415196+00:00","2026-08-10T19:26:44.559954+00:00","2026-08-10T19:26:46.571207+00:00","success",0,20,2000,6,86,38461440,36.6796875,38461440,36.6796875,38461440,36.6796875,38461440,36.6796875,38461440,36.6796875,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_01/samples/memory_s01_r03_node_idle_samples.csv","results/logs/memory_final/session_01/memory_s01_r03_node_idle-stdout.log","results/logs/memory_final/session_01/memory_s01_r03_node_idle-stderr.log",NA
"memory_s01_r03_bun_allocated",1,16,3,"bun","allocated",20260813,"2026-08-10T19:26:48.586245+00:00","2026-08-10T19:26:48.746082+00:00","2026-08-10T19:26:50.772295+00:00","success",104857600,20,2000,7,86,163532800,155.95703125,163561472,155.984375,163560900.465116,155.98382994186,163581952,156.00390625,163581952,156.00390625,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_01/samples/memory_s01_r03_bun_allocated_samples.csv","results/logs/memory_final/session_01/memory_s01_r03_bun_allocated-stdout.log","results/logs/memory_final/session_01/memory_s01_r03_bun_allocated-stderr.log",NA
"memory_s01_r03_bun_idle",1,17,3,"bun","idle",20260813,"2026-08-10T19:26:52.789147+00:00","2026-08-10T19:26:52.941330+00:00","2026-08-10T19:26:54.957662+00:00","success",0,20,2000,6,84,58642432,55.92578125,58654720,55.9375,58654281.1428571,55.9370814732143,58687488,55.96875,58687488,55.96875,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_01/samples/memory_s01_r03_bun_idle_samples.csv","results/logs/memory_final/session_01/memory_s01_r03_bun_idle-stdout.log","results/logs/memory_final/session_01/memory_s01_r03_bun_idle-stderr.log",NA
"memory_s01_r03_node_allocated",1,18,3,"node","allocated",20260813,"2026-08-10T19:26:56.971301+00:00","2026-08-10T19:26:57.235868+00:00","2026-08-10T19:26:59.260532+00:00","success",104857600,20,2000,10,86,143953920,137.28515625,143953920,137.28515625,143953920,137.28515625,143953920,137.28515625,143953920,137.28515625,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_01/samples/memory_s01_r03_node_allocated_samples.csv","results/logs/memory_final/session_01/memory_s01_r03_node_allocated-stdout.log","results/logs/memory_final/session_01/memory_s01_r03_node_allocated-stderr.log",NA
"memory_s01_r04_deno_idle",1,19,4,"deno","idle",20260814,"2026-08-10T19:27:01.279244+00:00","2026-08-10T19:27:01.423989+00:00","2026-08-10T19:27:03.436463+00:00","success",0,20,2000,6,86,44490752,42.4296875,44490752,42.4296875,44490752,42.4296875,44490752,42.4296875,44490752,42.4296875,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_01/samples/memory_s01_r04_deno_idle_samples.csv","results/logs/memory_final/session_01/memory_s01_r04_deno_idle-stdout.log","results/logs/memory_final/session_01/memory_s01_r04_deno_idle-stderr.log",NA
"memory_s01_r04_bun_allocated",1,20,4,"bun","allocated",20260814,"2026-08-10T19:27:05.450853+00:00","2026-08-10T19:27:05.620931+00:00","2026-08-10T19:27:07.648869+00:00","success",104857600,20,2000,7,85,163590144,156.01171875,163627008,156.046875,163626670.682353,156.046553308824,163643392,156.0625,163643392,156.0625,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_01/samples/memory_s01_r04_bun_allocated_samples.csv","results/logs/memory_final/session_01/memory_s01_r04_bun_allocated-stdout.log","results/logs/memory_final/session_01/memory_s01_r04_bun_allocated-stderr.log",NA
"memory_s01_r04_node_allocated",1,21,4,"node","allocated",20260814,"2026-08-10T19:27:09.663108+00:00","2026-08-10T19:27:09.880944+00:00","2026-08-10T19:27:11.917322+00:00","success",104857600,20,2000,9,85,143970304,137.30078125,143970304,137.30078125,143970304,137.30078125,143970304,137.30078125,143970304,137.30078125,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_01/samples/memory_s01_r04_node_allocated_samples.csv","results/logs/memory_final/session_01/memory_s01_r04_node_allocated-stdout.log","results/logs/memory_final/session_01/memory_s01_r04_node_allocated-stderr.log",NA
"memory_s01_r04_node_idle",1,22,4,"node","idle",20260814,"2026-08-10T19:27:13.931839+00:00","2026-08-10T19:27:14.072418+00:00","2026-08-10T19:27:16.087467+00:00","success",0,20,2000,6,87,38477824,36.6953125,38477824,36.6953125,38477824,36.6953125,38477824,36.6953125,38477824,36.6953125,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_01/samples/memory_s01_r04_node_idle_samples.csv","results/logs/memory_final/session_01/memory_s01_r04_node_idle-stdout.log","results/logs/memory_final/session_01/memory_s01_r04_node_idle-stderr.log",NA
"memory_s01_r04_bun_idle",1,23,4,"bun","idle",20260814,"2026-08-10T19:27:18.103069+00:00","2026-08-10T19:27:18.246481+00:00","2026-08-10T19:27:20.262790+00:00","success",0,20,2000,6,86,58601472,55.88671875,58613760,55.8984375,58613855.255814,55.8985283430233,58646528,55.9296875,58646528,55.9296875,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_01/samples/memory_s01_r04_bun_idle_samples.csv","results/logs/memory_final/session_01/memory_s01_r04_bun_idle-stdout.log","results/logs/memory_final/session_01/memory_s01_r04_bun_idle-stderr.log",NA
"memory_s01_r04_deno_allocated",1,24,4,"deno","allocated",20260814,"2026-08-10T19:27:22.288656+00:00","2026-08-10T19:27:22.540916+00:00","2026-08-10T19:27:24.560963+00:00","success",104857600,20,2000,9,87,149692416,142.7578125,149692416,142.7578125,149692416,142.7578125,149692416,142.7578125,149692416,142.7578125,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_01/samples/memory_s01_r04_deno_allocated_samples.csv","results/logs/memory_final/session_01/memory_s01_r04_deno_allocated-stdout.log","results/logs/memory_final/session_01/memory_s01_r04_deno_allocated-stderr.log",NA
"memory_s01_r05_bun_idle",1,25,5,"bun","idle",20260815,"2026-08-10T19:27:26.578265+00:00","2026-08-10T19:27:26.744913+00:00","2026-08-10T19:27:28.758710+00:00","success",0,20,2000,7,87,58601472,55.88671875,58626048,55.91015625,58627695.816092,55.9117277298851,58658816,55.94140625,58658816,55.94140625,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_01/samples/memory_s01_r05_bun_idle_samples.csv","results/logs/memory_final/session_01/memory_s01_r05_bun_idle-stdout.log","results/logs/memory_final/session_01/memory_s01_r05_bun_idle-stderr.log",NA
"memory_s01_r05_deno_idle",1,26,5,"deno","idle",20260815,"2026-08-10T19:27:30.774590+00:00","2026-08-10T19:27:30.894179+00:00","2026-08-10T19:27:32.904991+00:00","success",0,20,2000,5,86,44388352,42.33203125,44388352,42.33203125,44388352,42.33203125,44388352,42.33203125,44388352,42.33203125,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_01/samples/memory_s01_r05_deno_idle_samples.csv","results/logs/memory_final/session_01/memory_s01_r05_deno_idle-stdout.log","results/logs/memory_final/session_01/memory_s01_r05_deno_idle-stderr.log",NA
"memory_s01_r05_node_allocated",1,27,5,"node","allocated",20260815,"2026-08-10T19:27:34.918625+00:00","2026-08-10T19:27:35.137842+00:00","2026-08-10T19:27:37.163247+00:00","success",104857600,20,2000,9,86,143933440,137.265625,143933440,137.265625,143933440,137.265625,143933440,137.265625,143933440,137.265625,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_01/samples/memory_s01_r05_node_allocated_samples.csv","results/logs/memory_final/session_01/memory_s01_r05_node_allocated-stdout.log","results/logs/memory_final/session_01/memory_s01_r05_node_allocated-stderr.log",NA
"memory_s01_r05_bun_allocated",1,28,5,"bun","allocated",20260815,"2026-08-10T19:27:39.179518+00:00","2026-08-10T19:27:39.424751+00:00","2026-08-10T19:27:41.458346+00:00","success",104857600,20,2000,11,87,163573760,155.99609375,163569664,155.9921875,163572441.747126,155.994836566092,163598336,156.01953125,163639296,156.05859375,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_01/samples/memory_s01_r05_bun_allocated_samples.csv","results/logs/memory_final/session_01/memory_s01_r05_bun_allocated-stdout.log","results/logs/memory_final/session_01/memory_s01_r05_bun_allocated-stderr.log",NA
"memory_s01_r05_deno_allocated",1,29,5,"deno","allocated",20260815,"2026-08-10T19:27:43.476020+00:00","2026-08-10T19:27:43.656508+00:00","2026-08-10T19:27:45.680796+00:00","success",104857600,20,2000,8,86,149897216,142.953125,149897216,142.953125,149897216,142.953125,149897216,142.953125,149897216,142.953125,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_01/samples/memory_s01_r05_deno_allocated_samples.csv","results/logs/memory_final/session_01/memory_s01_r05_deno_allocated-stdout.log","results/logs/memory_final/session_01/memory_s01_r05_deno_allocated-stderr.log",NA
"memory_s01_r05_node_idle",1,30,5,"node","idle",20260815,"2026-08-10T19:27:47.694964+00:00","2026-08-10T19:27:47.847638+00:00","2026-08-10T19:27:49.857323+00:00","success",0,20,2000,7,82,38461440,36.6796875,38461440,36.6796875,38461440,36.6796875,38461440,36.6796875,38461440,36.6796875,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_01/samples/memory_s01_r05_node_idle_samples.csv","results/logs/memory_final/session_01/memory_s01_r05_node_idle-stdout.log","results/logs/memory_final/session_01/memory_s01_r05_node_idle-stderr.log",NA
"memory_s01_r06_node_idle",1,31,6,"node","idle",20260816,"2026-08-10T19:27:51.903147+00:00","2026-08-10T19:27:52.048141+00:00","2026-08-10T19:27:54.060996+00:00","success",0,20,2000,6,87,38514688,36.73046875,38514688,36.73046875,38514688,36.73046875,38514688,36.73046875,38514688,36.73046875,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_01/samples/memory_s01_r06_node_idle_samples.csv","results/logs/memory_final/session_01/memory_s01_r06_node_idle-stdout.log","results/logs/memory_final/session_01/memory_s01_r06_node_idle-stderr.log",NA
"memory_s01_r06_deno_allocated",1,32,6,"deno","allocated",20260816,"2026-08-10T19:27:56.079718+00:00","2026-08-10T19:27:56.264389+00:00","2026-08-10T19:27:58.288780+00:00","success",104857600,20,2000,8,86,149876736,142.93359375,149876736,142.93359375,149876736,142.93359375,149876736,142.93359375,149876736,142.93359375,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_01/samples/memory_s01_r06_deno_allocated_samples.csv","results/logs/memory_final/session_01/memory_s01_r06_deno_allocated-stdout.log","results/logs/memory_final/session_01/memory_s01_r06_deno_allocated-stderr.log",NA
"memory_s01_r06_node_allocated",1,33,6,"node","allocated",20260816,"2026-08-10T19:28:00.306752+00:00","2026-08-10T19:28:00.570543+00:00","2026-08-10T19:28:02.594968+00:00","success",104857600,20,2000,10,86,143945728,137.27734375,143945728,137.27734375,143945728,137.27734375,143945728,137.27734375,143945728,137.27734375,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_01/samples/memory_s01_r06_node_allocated_samples.csv","results/logs/memory_final/session_01/memory_s01_r06_node_allocated-stdout.log","results/logs/memory_final/session_01/memory_s01_r06_node_allocated-stderr.log",NA
"memory_s01_r06_bun_idle",1,34,6,"bun","idle",20260816,"2026-08-10T19:28:04.613281+00:00","2026-08-10T19:28:04.751616+00:00","2026-08-10T19:28:06.765434+00:00","success",0,20,2000,6,87,58634240,55.91796875,58646528,55.9296875,58648646.6206897,55.9317079741379,58679296,55.9609375,58679296,55.9609375,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_01/samples/memory_s01_r06_bun_idle_samples.csv","results/logs/memory_final/session_01/memory_s01_r06_bun_idle-stdout.log","results/logs/memory_final/session_01/memory_s01_r06_bun_idle-stderr.log",NA
"memory_s01_r06_bun_allocated",1,35,6,"bun","allocated",20260816,"2026-08-10T19:28:08.782987+00:00","2026-08-10T19:28:08.943123+00:00","2026-08-10T19:28:10.968601+00:00","success",104857600,20,2000,7,86,163557376,155.98046875,163586048,156.0078125,163586571.906977,156.008312136628,163610624,156.03125,163610624,156.03125,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_01/samples/memory_s01_r06_bun_allocated_samples.csv","results/logs/memory_final/session_01/memory_s01_r06_bun_allocated-stdout.log","results/logs/memory_final/session_01/memory_s01_r06_bun_allocated-stderr.log",NA
"memory_s01_r06_deno_idle",1,36,6,"deno","idle",20260816,"2026-08-10T19:28:12.986598+00:00","2026-08-10T19:28:13.111509+00:00","2026-08-10T19:28:15.124574+00:00","success",0,20,2000,5,86,44257280,42.20703125,44257280,42.20703125,44257280,42.20703125,44257280,42.20703125,44257280,42.20703125,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_01/samples/memory_s01_r06_deno_idle_samples.csv","results/logs/memory_final/session_01/memory_s01_r06_deno_idle-stdout.log","results/logs/memory_final/session_01/memory_s01_r06_deno_idle-stderr.log",NA
"memory_s01_r07_node_allocated",1,37,7,"node","allocated",20260817,"2026-08-10T19:28:17.137341+00:00","2026-08-10T19:28:17.397396+00:00","2026-08-10T19:28:19.425008+00:00","success",104857600,20,2000,11,86,143953920,137.28515625,143953920,137.28515625,143953920,137.28515625,143953920,137.28515625,143953920,137.28515625,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_01/samples/memory_s01_r07_node_allocated_samples.csv","results/logs/memory_final/session_01/memory_s01_r07_node_allocated-stdout.log","results/logs/memory_final/session_01/memory_s01_r07_node_allocated-stderr.log",NA
"memory_s01_r07_bun_allocated",1,38,7,"bun","allocated",20260817,"2026-08-10T19:28:21.445911+00:00","2026-08-10T19:28:21.600676+00:00","2026-08-10T19:28:23.627021+00:00","success",104857600,20,2000,7,87,163536896,155.9609375,163573760,155.99609375,163571641.37931,155.994073275862,163590144,156.01171875,163590144,156.01171875,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_01/samples/memory_s01_r07_bun_allocated_samples.csv","results/logs/memory_final/session_01/memory_s01_r07_bun_allocated-stdout.log","results/logs/memory_final/session_01/memory_s01_r07_bun_allocated-stderr.log",NA
"memory_s01_r07_deno_idle",1,39,7,"deno","idle",20260817,"2026-08-10T19:28:25.650225+00:00","2026-08-10T19:28:25.770053+00:00","2026-08-10T19:28:27.779692+00:00","success",0,20,2000,5,86,44462080,42.40234375,44462080,42.40234375,44462080,42.40234375,44462080,42.40234375,44462080,42.40234375,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_01/samples/memory_s01_r07_deno_idle_samples.csv","results/logs/memory_final/session_01/memory_s01_r07_deno_idle-stdout.log","results/logs/memory_final/session_01/memory_s01_r07_deno_idle-stderr.log",NA
"memory_s01_r07_bun_idle",1,40,7,"bun","idle",20260817,"2026-08-10T19:28:29.797232+00:00","2026-08-10T19:28:29.952723+00:00","2026-08-10T19:28:31.966305+00:00","success",0,20,2000,7,86,58621952,55.90625,58634240,55.91796875,58636002.2325581,55.9196493459302,58667008,55.94921875,58667008,55.94921875,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_01/samples/memory_s01_r07_bun_idle_samples.csv","results/logs/memory_final/session_01/memory_s01_r07_bun_idle-stdout.log","results/logs/memory_final/session_01/memory_s01_r07_bun_idle-stderr.log",NA
"memory_s01_r07_node_idle",1,41,7,"node","idle",20260817,"2026-08-10T19:28:33.982028+00:00","2026-08-10T19:28:34.152748+00:00","2026-08-10T19:28:36.163567+00:00","success",0,20,2000,7,86,38461440,36.6796875,38461440,36.6796875,38461440,36.6796875,38461440,36.6796875,38461440,36.6796875,"{""event"":""READY"",""mode"":""idle"",""allocation_bytes"":0,""checksum"":0}","data/raw/memory/session_01/samples/memory_s01_r07_node_idle_samples.csv","results/logs/memory_final/session_01/memory_s01_r07_node_idle-stdout.log","results/logs/memory_final/session_01/memory_s01_r07_node_idle-stderr.log",NA
"memory_s01_r07_deno_allocated",1,42,7,"deno","allocated",20260817,"2026-08-10T19:28:38.184231+00:00","2026-08-10T19:28:38.404850+00:00","2026-08-10T19:28:40.431926+00:00","success",104857600,20,2000,9,85,149798912,142.859375,149798912,142.859375,149798912,142.859375,149798912,142.859375,149798912,142.859375,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_01/samples/memory_s01_r07_deno_allocated_samples.csv","results/logs/memory_final/session_01/memory_s01_r07_deno_allocated-stdout.log","results/logs/memory_final/session_01/memory_s01_r07_deno_allocated-stderr.log",NA
"memory_s01_r08_node_allocated",1,43,8,"node","allocated",20260818,"2026-08-10T19:28:42.456905+00:00","2026-08-10T19:28:42.699085+00:00","2026-08-10T19:28:44.727293+00:00","success",104857600,20,2000,10,86,143970304,137.30078125,143970304,137.30078125,143970304,137.30078125,143970304,137.30078125,143970304,137.30078125,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_01/samples/memory_s01_r08_node_allocated_samples.csv","results/logs/memory_final/session_01/memory_s01_r08_node_allocated-stdout.log","results/logs/memory_final/session_01/memory_s01_r08_node_allocated-stderr.log",NA
"memory_s01_r08_deno_allocated",1,44,8,"deno","allocated",20260818,"2026-08-10T19:28:46.745303+00:00","2026-08-10T19:28:46.966185+00:00","2026-08-10T19:28:48.988328+00:00","success",104857600,20,2000,9,86,149884928,142.94140625,149884928,142.94140625,149884928,142.94140625,149884928,142.94140625,149884928,142.94140625,"{""event"":""READY"",""mode"":""allocated"",""allocation_bytes"":104857600,""checksum"":2}","data/raw/memory/session_01/samples/memory_s01_r08_deno_allocated_samples.csv","results/logs/memory_final/session_01/memory_s01_r08_deno_allocated-stdout.log","results/logs/memory_final/session_01/memory_s01_r08_deno_allocated-stderr.log",NA
