elapsed_ms,phase,rss_bytes,rss_mib
2.2166999988257885,pre_ready,5828608,5.55859375
33.061699999962,pre_ready,13590528,12.9609375
58.775299999979325,pre_ready,20598784,19.64453125
83.56519999506418,pre_ready,38838272,37.0390625
109.49650000111433,pre_ready,50163712,47.83984375
132.82799999433337,pre_ready,58617856,55.90234375
151.53559999453137,post_ready,58617856,55.90234375
176.68419999972684,post_ready,58552320,55.83984375
200.63439999648836,post_ready,58552320,55.83984375
225.03589999541873,post_ready,58552320,55.83984375
248.36049999430543,post_ready,58662912,55.9453125
271.30939999915427,post_ready,58662912,55.9453125
295.81089999555843,post_ready,58662912,55.9453125
318.20309999602614,post_ready,58662912,55.9453125
343.1434999947669,post_ready,58662912,55.9453125
366.4206999965245,post_ready,58662912,55.9453125
389.8352999967756,post_ready,58662912,55.9453125
413.2954999950016,post_ready,58650624,55.93359375
436.4964999986114,post_ready,58650624,55.93359375
459.70049999596085,post_ready,58650624,55.93359375
482.8765999991447,post_ready,58650624,55.93359375
505.86359999579145,post_ready,58650624,55.93359375
529.0248999954201,post_ready,58634240,55.91796875
552.641099995526,post_ready,58634240,55.91796875
575.6609999953071,post_ready,58634240,55.91796875
598.8274999981513,post_ready,58634240,55.91796875
622.0122000013362,post_ready,58634240,55.91796875
646.6358999969088,post_ready,58634240,55.91796875
671.8595999991521,post_ready,58634240,55.91796875
696.2196999957087,post_ready,58634240,55.91796875
720.283800001198,post_ready,58634240,55.91796875
743.620599998394,post_ready,58634240,55.91796875
766.6075999950408,post_ready,58634240,55.91796875
786.8834999972023,post_ready,58634240,55.91796875
810.5327000012039,post_ready,58634240,55.91796875
834.0756999969017,post_ready,58634240,55.91796875
857.604500000889,post_ready,58634240,55.91796875
880.7522999995854,post_ready,58634240,55.91796875
903.9585999998963,post_ready,58634240,55.91796875
926.9293999968795,post_ready,58634240,55.91796875
950.0860999978613,post_ready,58634240,55.91796875
973.8840999998502,post_ready,58634240,55.91796875
998.3591999989585,post_ready,58634240,55.91796875
1021.1341999965953,post_ready,58634240,55.91796875
1043.9015999945696,post_ready,58634240,55.91796875
1067.1543999997084,post_ready,58634240,55.91796875
1090.2132999981404,post_ready,58634240,55.91796875
1113.280699995812,post_ready,58634240,55.91796875
1136.2288999953307,post_ready,58634240,55.91796875
1159.3398999975761,post_ready,58634240,55.91796875
1182.1486999979243,post_ready,58634240,55.91796875
1206.2437999993563,post_ready,58634240,55.91796875
1227.9702999949222,post_ready,58634240,55.91796875
1251.8600999974296,post_ready,58634240,55.91796875
1275.7115999993403,post_ready,58634240,55.91796875
1299.296500001219,post_ready,58634240,55.91796875
1323.5344999993686,post_ready,58634240,55.91796875
1348.0224999948405,post_ready,58634240,55.91796875
1371.175399995991,post_ready,58634240,55.91796875
1395.618899994588,post_ready,58634240,55.91796875
1420.9140999955707,post_ready,58634240,55.91796875
1444.0083999943454,post_ready,58634240,55.91796875
1467.7124000008916,post_ready,58634240,55.91796875
1488.9725999964867,post_ready,58634240,55.91796875
1513.0605999947875,post_ready,58634240,55.91796875
1536.122500001511,post_ready,58634240,55.91796875
1559.285600000294,post_ready,58634240,55.91796875
1582.2560999949928,post_ready,58634240,55.91796875
1605.0889999969513,post_ready,58634240,55.91796875
1628.858299998683,post_ready,58634240,55.91796875
1652.8768999996828,post_ready,58634240,55.91796875
1676.55289999675,post_ready,58634240,55.91796875
1699.757700000191,post_ready,58634240,55.91796875
1724.3917000014335,post_ready,58634240,55.91796875
1744.5341999991797,post_ready,58634240,55.91796875
1768.4203999961028,post_ready,58634240,55.91796875
1791.6186000002199,post_ready,58634240,55.91796875
1816.1561999950209,post_ready,58634240,55.91796875
1841.4588000014191,post_ready,58634240,55.91796875
1863.4986999968532,post_ready,58634240,55.91796875
1886.590800000704,post_ready,58634240,55.91796875
1909.6962999974494,post_ready,58634240,55.91796875
1932.6714999988326,post_ready,58634240,55.91796875
1956.5108999959193,post_ready,58634240,55.91796875
1980.9892999983276,post_ready,58634240,55.91796875
2001.9891999982065,post_ready,58634240,55.91796875
2024.7455999997328,post_ready,58634240,55.91796875
2049.3280999944545,post_ready,58634240,55.91796875
2070.2951999992365,post_ready,58634240,55.91796875
2093.499199996586,post_ready,58634240,55.91796875
2116.588999997475,post_ready,58634240,55.91796875
2139.613499995903,post_ready,58634240,55.91796875
