elapsed_ms,phase,rss_bytes,rss_mib
2.5037000013981014,pre_ready,5722112,5.45703125
23.421999998390675,pre_ready,14516224,13.84375
52.5054999961867,pre_ready,24051712,22.9375
80.59700000012526,pre_ready,35307520,33.671875
105.76589999982389,pre_ready,65929216,62.875
131.822800001828,pre_ready,92315648,88.0390625
155.6704999966314,pre_ready,124874752,119.08984375
179.0940999999293,pre_ready,149577728,142.6484375
197.99899999634363,post_ready,149897216,142.953125
220.86660000059055,post_ready,149897216,142.953125
244.02330000157235,post_ready,149897216,142.953125
267.2739999979967,post_ready,149897216,142.953125
290.18189999624155,post_ready,149897216,142.953125
310.4708999962895,post_ready,149897216,142.953125
335.64990000013495,post_ready,149897216,142.953125
360.58329999650596,post_ready,149897216,142.953125
385.78319999942323,post_ready,149897216,142.953125
411.23549999610987,post_ready,149897216,142.953125
434.67470000177855,post_ready,149897216,142.953125
457.6611000011326,post_ready,149897216,142.953125
481.4282000006642,post_ready,149897216,142.953125
505.97739999648184,post_ready,149897216,142.953125
530.1153999971575,post_ready,149897216,142.953125
553.2000000021071,post_ready,149897216,142.953125
576.3433999964036,post_ready,149897216,142.953125
599.5356999992509,post_ready,149897216,142.953125
623.5594999961904,post_ready,149897216,142.953125
647.2127000015462,post_ready,149897216,142.953125
670.1526999968337,post_ready,149897216,142.953125
694.5443000004161,post_ready,149897216,142.953125
719.9238999965019,post_ready,149897216,142.953125
740.0946999987355,post_ready,149897216,142.953125
763.4031999987201,post_ready,149897216,142.953125
787.1889000016381,post_ready,149897216,142.953125
810.1949999982025,post_ready,149897216,142.953125
834.4537000011769,post_ready,149897216,142.953125
858.3914999981062,post_ready,149897216,142.953125
882.5687999997172,post_ready,149897216,142.953125
906.4455999978236,post_ready,149897216,142.953125
929.8483999955351,post_ready,149897216,142.953125
954.333299996506,post_ready,149897216,142.953125
977.3310000018682,post_ready,149897216,142.953125
1001.0985999979312,post_ready,149897216,142.953125
1023.9767999955802,post_ready,149897216,142.953125
1047.8364000009606,post_ready,149897216,142.953125
1072.288800001843,post_ready,149897216,142.953125
1095.3739999968093,post_ready,149897216,142.953125
1118.4815000015078,post_ready,149897216,142.953125
1141.5769000013825,post_ready,149897216,142.953125
1165.3138999972725,post_ready,149897216,142.953125
1189.3359000023338,post_ready,149897216,142.953125
1212.7514999956475,post_ready,149897216,142.953125
1235.7956999985618,post_ready,149897216,142.953125
1259.3179999967106,post_ready,149897216,142.953125
1284.4705000024987,post_ready,149897216,142.953125
1307.2252999991179,post_ready,149897216,142.953125
1329.9803999980213,post_ready,149897216,142.953125
1352.8065999998944,post_ready,149897216,142.953125
1376.2616999956663,post_ready,149897216,142.953125
1400.246099998185,post_ready,149897216,142.953125
1423.2689999989816,post_ready,149897216,142.953125
1446.3489999980084,post_ready,149897216,142.953125
1469.1129999991972,post_ready,149897216,142.953125
1492.8851000004215,post_ready,149897216,142.953125
1515.697299997555,post_ready,149897216,142.953125
1538.5213999979896,post_ready,149897216,142.953125
1562.3229999982868,post_ready,149897216,142.953125
1587.3991999978898,post_ready,149897216,142.953125
1611.5139999965322,post_ready,149897216,142.953125
1634.3314999976428,post_ready,149897216,142.953125
1657.394599998952,post_ready,149897216,142.953125
1680.2516000025207,post_ready,149897216,142.953125
1703.4496999986004,post_ready,149897216,142.953125
1726.3963000004878,post_ready,149897216,142.953125
1749.853000001167,post_ready,149897216,142.953125
1772.748399998818,post_ready,149897216,142.953125
1795.59750000044,post_ready,149897216,142.953125
1818.4651999981725,post_ready,149897216,142.953125
1842.3745999971288,post_ready,149897216,142.953125
1864.8580000008224,post_ready,149897216,142.953125
1889.2379000026267,post_ready,149897216,142.953125
1912.2228999985964,post_ready,149897216,142.953125
1935.2432000014232,post_ready,149897216,142.953125
1958.2707000008668,post_ready,149897216,142.953125
1981.30189999938,post_ready,149897216,142.953125
2004.1468999988865,post_ready,149897216,142.953125
2027.7272000021185,post_ready,149897216,142.953125
2050.7033999965643,post_ready,149897216,142.953125
2074.5843999975477,post_ready,149897216,142.953125
2097.9900999955134,post_ready,149897216,142.953125
2122.0867000010912,post_ready,149897216,142.953125
2145.0305999969714,post_ready,149897216,142.953125
2168.7607999992906,post_ready,149897216,142.953125
2192.7886999983457,post_ready,149897216,142.953125
